json_file,taxon_name,medical_condition,medicinal_effect,decision
29202702.json_chunk_26.json,drimys axillaris,,anti-scorbutic,Yes
29202702.json_chunk_26.json,drimys axillaris,,stimulating tonic,Yes
29202702.json_chunk_26.json,drimys axillaris,,alterative,Yes
29202702.json_chunk_26.json,phyllocladus trichomanoides,dysentery,,Yes
29202702.json_chunk_26.json,phyllocladus trichomanoides,,high in tannins,No
29202702.json_chunk_26.json,coriaria ruscifolia,,laxative,Yes
29202702.json_chunk_31.json,hebe,,astringents,No
29202702.json_chunk_32.json,thymus vulgaris,,antiseptic,Yes
29202702.json_chunk_32.json,thymus vulgaris,,expectorant,Yes
29202702.json_chunk_32.json,aconitum napellus,neuralgia,,Yes
29202702.json_chunk_32.json,aconitum napellus,rheumatism,,Yes
29202702.json_chunk_34.json,trachyspermum ammi,nasal catarrh,,Yes
29202702.json_chunk_34.json,trachyspermum ammi,skin diseases,,Yes
29202702.json_chunk_34.json,trachyspermum ammi,,antiseptic,Yes
29202702.json_chunk_34.json,trachyspermum ammi,,carminative,Yes
29202702.json_chunk_34.json,trachyspermum ammi,,anthelmintic,Yes
29202702.json_chunk_34.json,thymus vulgaris,asthma,,Yes
29202702.json_chunk_34.json,thymus vulgaris,sore throats,,Yes
29202702.json_chunk_34.json,thymus vulgaris,gout,,Yes
29202702.json_chunk_34.json,thymus vulgaris,whooping cough,,Yes
29202702.json_chunk_34.json,thymus vulgaris,bronchitis,,Yes
29202702.json_chunk_34.json,thymus vulgaris,coughs,,Yes
29202702.json_chunk_34.json,thymus vulgaris,,antiseptic,Yes
29202702.json_chunk_34.json,thymus vulgaris,,anthelmintic,Yes
29202702.json_chunk_34.json,aconitum napellus,bites by venomous creatures,,Yes
29202702.json_chunk_34.json,aconitum napellus,fever,,No
29202702.json_chunk_34.json,aconitum napellus,rheumatism,,No
29202702.json_chunk_35.json,aconitum napellus,colds,,Yes
29202702.json_chunk_35.json,aconitum napellus,snakebites,,No
29202702.json_chunk_35.json,aconitum napellus,asthma,,No
29202702.json_chunk_35.json,aconitum napellus,croup,,Yes
29202702.json_chunk_35.json,aconitum napellus,biliousness,,Yes
29202702.json_chunk_35.json,aconitum napellus,skin conditions,,Yes
29202702.json_chunk_35.json,aconitum napellus,delirium tremens,,Yes
29202702.json_chunk_35.json,aconitum napellus,measles,,Yes
29202702.json_chunk_35.json,aconitum napellus,chicken pox,,Yes
29202702.json_chunk_35.json,aconitum napellus,chilblains,,Yes
29202702.json_chunk_35.json,aconitum napellus,coughs,,No
29202702.json_chunk_35.json,aconitum napellus,,diaphoretic,Yes
29202702.json_chunk_35.json,aconitum napellus,,anodyne,Yes
29202702.json_chunk_35.json,aconitum napellus,,diuretic,Yes
29202702.json_chunk_35.json,aconitum napellus,,painkiller,Yes
29202702.json_chunk_38.json,allium sativum l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,allium sativum l,,antimicrobial,Yes
29202702.json_chunk_38.json,allium sativum l,,diaphoretic,Yes
29202702.json_chunk_38.json,allium sativum l,,cholagogue,Yes
29202702.json_chunk_38.json,allium sativum l,,expectorant,Yes
29202702.json_chunk_38.json,allium sativum l,,anthelmintic,Yes
29202702.json_chunk_38.json,althea officinalis l,,emollient,Yes
29202702.json_chunk_38.json,althea officinalis l,,demulcent,Yes
29202702.json_chunk_38.json,althea officinalis l,,diuretic,Yes
29202702.json_chunk_38.json,anethum graveolen l,,stomachic,Yes
29202702.json_chunk_38.json,anethum graveolen l,,carminative,Yes
29202702.json_chunk_38.json,anethum graveolen l,,stimulant,Yes
29202702.json_chunk_38.json,anethum graveolen l,,aromatic,Yes
29202702.json_chunk_38.json,arctium lappa l,,diuretic,Yes
29202702.json_chunk_38.json,arctium lappa l,,depurative,Yes
29202702.json_chunk_38.json,arctium lappa l,,antibiotic,Yes
29202702.json_chunk_38.json,armoracia rustica schur,sciatica,,Yes
29202702.json_chunk_38.json,armoracia rustica schur,arthritis,,Yes
29202702.json_chunk_38.json,armoracia rustica schur,general debility,,Yes
29202702.json_chunk_38.json,armoracia rustica schur,gout,,Yes
29202702.json_chunk_38.json,armoracia rustica schur,respiratory and urinary infections,,Yes
29202702.json_chunk_38.json,arnica montana l,bruises,,Yes
29202702.json_chunk_38.json,arnica montana l,short-term treatment of heart failure,,Yes
29202702.json_chunk_38.json,arnica montana l,sprains,,Yes
29202702.json_chunk_38.json,arnica montana l,chilblains,,Yes
29202702.json_chunk_38.json,arnica montana l,dislocations,,Yes
29202702.json_chunk_38.json,austroderia fulvida (buchanan) n. p. barker et h. p. linder,goitre,,Yes
29202702.json_chunk_38.json,atropa belladonna l,infections,,Yes
29202702.json_chunk_38.json,atropa belladonna l,asthma,,Yes
29202702.json_chunk_38.json,atropa belladonna l,kidney stones,,Yes
29202702.json_chunk_38.json,atropa belladonna l,inflammation,,Yes
29202702.json_chunk_38.json,atropa belladonna l,rheumatisms,,Yes
29202702.json_chunk_38.json,atropa belladonna l,gall stones,,Yes
29202702.json_chunk_38.json,atropa belladonna l,muscular pain,,Yes
29202702.json_chunk_38.json,bryonia l,,hydragogue,Yes
29202702.json_chunk_38.json,bryonia l,,cathartic,Yes
29202702.json_chunk_38.json,cannabis indica lam,reduces pressure associated with glaucoma,,No
29202702.json_chunk_38.json,cannabis indica lam,vomiting,,Yes
29202702.json_chunk_38.json,cannabis indica lam,nausea,,Yes
29202702.json_chunk_38.json,capsicum annumm l,asthma,,Yes
29202702.json_chunk_38.json,capsicum annumm l,digestive problems,,Yes
29202702.json_chunk_38.json,capsicum annumm l,debility,,Yes
29202702.json_chunk_38.json,capsicum annumm l,poor circulation,,Yes
29202702.json_chunk_38.json,carum carvi l,,astringent,Yes
29202702.json_chunk_38.json,carum carvi l,,antispasmodic,Yes
29202702.json_chunk_38.json,carum carvi l,,emmenagogue,Yes
29202702.json_chunk_38.json,carum carvi l,,carminative,Yes
29202702.json_chunk_38.json,carum carvi l,,expectorant,Yes
29202702.json_chunk_38.json,cichorium intybus l,,laxative,Yes
29202702.json_chunk_38.json,cichorium intybus l,,bitter tonic,Yes
29202702.json_chunk_38.json,cichorium intybus l,,diuretic,Yes
29202702.json_chunk_38.json,cimicifuga racemosa l. (syn. actaea racemosa,,sedative,Yes
29202702.json_chunk_38.json,cimicifuga racemosa l. (syn. actaea racemosa,,antirheumatic,Yes
29202702.json_chunk_38.json,cimicifuga racemosa l. (syn. actaea racemosa,,emmenagogue,Yes
29202702.json_chunk_38.json,cimicifuga racemosa l. (syn. actaea racemosa,,antitussive,Yes
29202702.json_chunk_38.json,cinchona l,malaria,,Yes
29202702.json_chunk_38.json,cinchona l,colds,,Yes
29202702.json_chunk_38.json,cinchona l,muscle cramps,,Yes
29202702.json_chunk_38.json,cinchona l,cardiac fibrillation,,Yes
29202702.json_chunk_38.json,cinchona l,fever,,Yes
29202702.json_chunk_38.json,cinchona l,coughs,,Yes
29202702.json_chunk_38.json,cinnamomum camphora l. j. presl,chilblains,,Yes
29202702.json_chunk_38.json,cinnamomum camphora l. j. presl,chapped lips,,Yes
29202702.json_chunk_38.json,cinnamomum camphora l. j. presl,muscle and joint pain,,Yes
29202702.json_chunk_38.json,cinnamomum camphora l. j. presl,nasal and bronchial conditions,,Yes
29202702.json_chunk_38.json,conium maculatum l,mania,,Yes
29202702.json_chunk_38.json,conium maculatum l,epilepsy,,Yes
29202702.json_chunk_38.json,conium maculatum l,cramps,,Yes
29202702.json_chunk_38.json,conium maculatum l,cholera,,Yes
29202702.json_chunk_38.json,convolvulus arvensis l,,laxative,Yes
29202702.json_chunk_38.json,convolvulus arvensis l,,cholagogue,Yes
29202702.json_chunk_38.json,convolvulus arvensis l,,diuretic,Yes
29202702.json_chunk_38.json,convolvulus arvensis l,,purgative,Yes
29202702.json_chunk_38.json,convolvulus scammonia l,,cathartic,Yes
29202702.json_chunk_38.json,coriaria ruscifolia l,poisoning by depressants of the nervous system,,Yes
29202702.json_chunk_38.json,coriandrum sativum l,minor digestive problems,,Yes
29202702.json_chunk_38.json,curcuma angustifolia oxb,,convalescent food,No
29202702.json_chunk_38.json,curcuma angustifolia oxb,,demulcent,Yes
29202702.json_chunk_38.json,dacrydium cupressinum sol. ex lamb,prevent bleeding from stomach and lungs,,Yes
29202702.json_chunk_38.json,datura stramonium l,,febrifuge,Yes
29202702.json_chunk_38.json,datura stramonium l,,diaphoretic,Yes
29202702.json_chunk_38.json,digitalis officianalis l,,cardiac herb,No
29202702.json_chunk_38.json,digitalis officianalis l,,antidote for aconite poisoning,Yes
29202702.json_chunk_38.json,digitalis officianalis l,,anti-haemorrhagic,Yes
29202702.json_chunk_38.json,dysoxylum spectabile hook. f,throat infections,,Yes
29202702.json_chunk_38.json,dysoxylum spectabile hook. f,diarrhoea,,Yes
29202702.json_chunk_38.json,elaeocarpus hinau a. cunn,severe skin complaints,,Yes
29202702.json_chunk_38.json,eucalyptus globulus labill,,antiseptic,Yes
29202702.json_chunk_38.json,eucalyptus globulus labill,,stimulant,Yes
29202702.json_chunk_38.json,eucalyptus globulus labill,,aromatic,Yes
29202702.json_chunk_38.json,ferula assa-foetida l,contraceptive,,No
29202702.json_chunk_38.json,ferula assa-foetida l,asthma and bronchitis,,Yes
29202702.json_chunk_38.json,ferula assa-foetida l,digestive aid,,No
29202702.json_chunk_38.json,ferula assa-foetida l,arbortifacient,,No
29202702.json_chunk_38.json,foeniculum vulgare mill,,anti-inflammatory,Yes
29202702.json_chunk_38.json,foeniculum vulgare mill,,carminative,Yes
29202702.json_chunk_38.json,foeniculum vulgare mill,,diuretic,Yes
29202702.json_chunk_38.json,foeniculum vulgare mill,,galactogogue,Yes
29202702.json_chunk_38.json,fumaria officinalis l,,diaphoretic,Yes
29202702.json_chunk_38.json,fumaria officinalis l,,diuretic,Yes
29202702.json_chunk_38.json,gallium aparine l,,astringent,Yes
29202702.json_chunk_38.json,gallium aparine l,,diuretic,Yes
29202702.json_chunk_38.json,gallium aparine l,,lymphatic alterative,Yes
29202702.json_chunk_38.json,gentiana spp. l,,gastric stimulant,Yes
29202702.json_chunk_38.json,gentiana spp. l,,cholagogue,Yes
29202702.json_chunk_38.json,gentiana spp. l,,bitter tonic,No
29202702.json_chunk_38.json,glycyrrhiza glabra l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,glycyrrhiza glabra l,,adrenocorticotropic,Yes
29202702.json_chunk_38.json,glycyrrhiza glabra l,,demulcent,Yes
29202702.json_chunk_38.json,glycyrrhiza glabra l,,spasmolytic,Yes
29202702.json_chunk_38.json,glycyrrhiza glabra l,,expectorant,Yes
29202702.json_chunk_38.json,glycyrrhiza glabra l,,mild laxative,Yes
29202702.json_chunk_38.json,hebe salicifolia (g. forst) pennell,diarrhoea,,Yes
29202702.json_chunk_38.json,hydrastis canadensis l,,astringent,Yes
29202702.json_chunk_38.json,hydrastis canadensis l,,laxative,Yes
29202702.json_chunk_38.json,hydrastis canadensis l,,antimicrobial,Yes
29202702.json_chunk_38.json,hydrastis canadensis l,,choleretic,Yes
29202702.json_chunk_38.json,hydrastis canadensis l,,anti-haemorrhagic,Yes
29202702.json_chunk_38.json,hyssopus officinalis l,,sedative,Yes
29202702.json_chunk_38.json,hyssopus officinalis l,,anticatarrhal,Yes
29202702.json_chunk_38.json,hyssopus officinalis l,,spasmolytic,Yes
29202702.json_chunk_38.json,hyssopus officinalis l,,diaphoretic,Yes
29202702.json_chunk_38.json,hyssopus officinalis l,,expectorant,Yes
29202702.json_chunk_38.json,hypericum perforatum l,,antiviral,Yes
29202702.json_chunk_38.json,hypericum perforatum l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,hypericum perforatum l,,astringent,Yes
29202702.json_chunk_38.json,hypericum perforatum l,,relaxant,Yes
29202702.json_chunk_38.json,hypericum perforatum l,,antidepressant,Yes
29202702.json_chunk_38.json,ipomoea purge l,constipation,,Yes
29202702.json_chunk_38.json,ipomoea purge l,internal parasites,,Yes
29202702.json_chunk_38.json,ipomoea purge l,colic,,Yes
29202702.json_chunk_38.json,laurelia novae-zelandiae a.cunn,,analgesic,Yes
29202702.json_chunk_38.json,macropiper excelsum (g.forst.) miq,tooth ache,,Yes
29202702.json_chunk_38.json,macropiper excelsum (g.forst.) miq,,analgesic,Yes
29202702.json_chunk_38.json,mandragora officinarum l,,soporific,Yes
29202702.json_chunk_38.json,mandragora officinarum l,,emetic,Yes
29202702.json_chunk_38.json,mandragora officinarum l,,purgative,Yes
29202702.json_chunk_38.json,mandragora officinarum l,,anodyne,Yes
29202702.json_chunk_38.json,mandragora officinarum l,,ulcerative,Yes
29202702.json_chunk_38.json,mandragora officinarum l,,anti-rheumatic,Yes
29202702.json_chunk_38.json,matricaria recutita l,,vulnerary,Yes
29202702.json_chunk_38.json,matricaria recutita l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,matricaria recutita l,,relaxant,Yes
29202702.json_chunk_38.json,matricaria recutita l,,antispasmodic,Yes
29202702.json_chunk_38.json,matricaria recutita l,,anti-allergic,Yes
29202702.json_chunk_38.json,matricaria recutita l,,carminative,Yes
29202702.json_chunk_38.json,marrubium vulgare l,,vulnerary,Yes
29202702.json_chunk_38.json,marrubium vulgare l,,bitter,No
29202702.json_chunk_38.json,marrubium vulgare l,,spasmolytic,Yes
29202702.json_chunk_38.json,marrubium vulgare l,,expectorant,Yes
29202702.json_chunk_38.json,melissa officianalis l,,carminative,Yes
29202702.json_chunk_38.json,melissa officianalis l,,antispasmodic,Yes
29202702.json_chunk_38.json,melissa officianalis l,,diaphoretic,Yes
29202702.json_chunk_38.json,melissa officianalis l,,relaxant,Yes
29202702.json_chunk_38.json,mentha pulegium l,,spasmolytic,Yes
29202702.json_chunk_38.json,mentha pulegium l,,expectorant,Yes
29202702.json_chunk_38.json,mentha pulegium l,,purifies water,No
29202702.json_chunk_38.json,monarda punctate l,,antiseptic,Yes
29202702.json_chunk_38.json,monarda punctate l,,fungicide,Yes
29202702.json_chunk_38.json,myoporum laetum g. forst,,insecticide,Yes
29202702.json_chunk_38.json,myroxylon toluiferum j. r. forst. & g. forst,cough,,Yes
29202702.json_chunk_38.json,papaver somniferum l,pain relive,,Yes
29202702.json_chunk_38.json,papaver somniferum l,shock,,Yes
29202702.json_chunk_38.json,papaver somniferum l,breathing difficulties,,Yes
29202702.json_chunk_38.json,papaver somniferum l,diarrhoea,,Yes
29202702.json_chunk_38.json,papaver somniferum l,apathy,,Yes
29202702.json_chunk_38.json,papaver somniferum l,alcohol poisoning,,Yes
29202702.json_chunk_38.json,papaver somniferum l,coughs,,Yes
29202702.json_chunk_38.json,passiflora tetrandra banks ex dc,skin conditions,,Yes
29202702.json_chunk_38.json,physostigma venenosum balf,diseases of the eye,,Yes
29202702.json_chunk_38.json,physostigma venenosum balf,,antispasmolytic,Yes
29202702.json_chunk_38.json,physostigma venenosum balf,,vasodilator,Yes
29202702.json_chunk_38.json,phytolacca decandra l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,phytolacca decandra l,,anticatarrhal,Yes
29202702.json_chunk_38.json,phytolacca decandra l,,immunostimulant,Yes
29202702.json_chunk_38.json,phytolacca decandra l,,alterative,Yes
29202702.json_chunk_38.json,phytolacca decandra l,,lymphatic stimulant,Yes
29202702.json_chunk_38.json,pimpinella anisum l,,spasmolytic,Yes
29202702.json_chunk_38.json,pimpinella anisum l,,expectorant,Yes
29202702.json_chunk_38.json,pimpinella anisum l,,carminative,Yes
29202702.json_chunk_38.json,pimpinella anisum l,,parasiticide,Yes
29202702.json_chunk_38.json,plantago major l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,plantago major l,,diuretic,Yes
29202702.json_chunk_38.json,plantago major l,,anti-haemorrhagic,Yes
29202702.json_chunk_38.json,pseudowintera axillaris (j. r. forst. & g. forst.) dandy,skin conditions,,Yes
29202702.json_chunk_38.json,rhamnus purshana dc,,laxative,Yes
29202702.json_chunk_38.json,rhamnus purshana dc,,antiparisitic,Yes
29202702.json_chunk_38.json,rhamnus purshana dc,,cholagogue,Yes
29202702.json_chunk_38.json,rheum palmatum l,,stomachic,Yes
29202702.json_chunk_38.json,rheum palmatum l,,astringent,Yes
29202702.json_chunk_38.json,rheum palmatum l,,purgative,Yes
29202702.json_chunk_38.json,rhipogonum parviflorum r. br,secondary symptoms of syphilis,,Yes
29202702.json_chunk_38.json,rhipogonum parviflorum r. br,,arbotifacient,Yes
29202702.json_chunk_38.json,"ricinus communis, l",,laxative,Yes
29202702.json_chunk_38.json,rosemarinus officinalis l,,mild analgesic,Yes
29202702.json_chunk_38.json,rosemarinus officinalis l,,tonic,No
29202702.json_chunk_38.json,rosemarinus officinalis l,,antimicrobial,Yes
29202702.json_chunk_38.json,rosemarinus officinalis l,,spasmolytic,Yes
29202702.json_chunk_38.json,rosemarinus officinalis l,,rubefacient,Yes
29202702.json_chunk_38.json,rosemarinus officinalis l,,carminative,Yes
29202702.json_chunk_38.json,rosemarinus officinalis l,,stimulant,Yes
29202702.json_chunk_38.json,ruta graveolens l,,spasmolytic,Yes
29202702.json_chunk_38.json,ruta graveolens l,,emmenagogue,Yes
29202702.json_chunk_38.json,ruta graveolens l,,antitussive,Yes
29202702.json_chunk_38.json,saponaria officinalis l,,alterative,Yes
29202702.json_chunk_38.json,saponaria officinalis l,,demulcent,Yes
29202702.json_chunk_38.json,saponaria officinalis l,,diaphoretic,Yes
29202702.json_chunk_38.json,sassafras officinale (nutt.) nees,,alterative,Yes
29202702.json_chunk_38.json,sassafras officinale (nutt.) nees,,diaphoretic,Yes
29202702.json_chunk_38.json,sassafras officinale (nutt.) nees,,stimulant,Yes
29202702.json_chunk_38.json,sassafras officinale (nutt.) nees,,aromatic,Yes
29202702.json_chunk_38.json,sinapsis alba l. and sinapsis nigra l,skin eruptions,,Yes
29202702.json_chunk_38.json,sinapsis alba l. and sinapsis nigra l,arthritis,,Yes
29202702.json_chunk_38.json,sinapsis alba l. and sinapsis nigra l,bronchial congestion,,Yes
29202702.json_chunk_38.json,sinapsis alba l. and sinapsis nigra l,respiratory infections,,Yes
29202702.json_chunk_38.json,smilax regelii hook. f,,anti-inflammatory,Yes
29202702.json_chunk_38.json,smilax regelii hook. f,,antiseptic,Yes
29202702.json_chunk_38.json,smilax regelii hook. f,,antirheumatic,Yes
29202702.json_chunk_38.json,smilax regelii hook. f,,antipruritic,Yes
29202702.json_chunk_38.json,smilax regelii hook. f,,diuretic,Yes
29202702.json_chunk_38.json,solanum aviculare g. forst,the _itch,,Yes
29202702.json_chunk_38.json,solanum aviculare g. forst,scabies,,Yes
29202702.json_chunk_38.json,solanum aviculare g. forst,bruises,,Yes
29202702.json_chunk_38.json,sophora tetraptera j. f. mill,skin conditions,,Yes
29202702.json_chunk_38.json,sophora tetraptera j. f. mill,scabies,,Yes
29202702.json_chunk_38.json,stellaria medica (l.) cirillo,,vulnerary,Yes
29202702.json_chunk_38.json,stellaria medica (l.) cirillo,,antirheumatic,Yes
29202702.json_chunk_38.json,stellaria medica (l.) cirillo,,emolient,Yes
29202702.json_chunk_38.json,stellaria medica (l.) cirillo,,antipruritic,Yes
29202702.json_chunk_38.json,symphytum officinale l,,vulnerary,Yes
29202702.json_chunk_38.json,symphytum officinale l,,demulcent,Yes
29202702.json_chunk_38.json,symphytum officinale l,,astringent,Yes
29202702.json_chunk_38.json,symphytum officinale l,,anti-inflammatory,Yes
29202702.json_chunk_38.json,tanacetum vulgare l,,carminative,Yes
29202702.json_chunk_38.json,tanacetum vulgare l,,emmenogogue,Yes
29202702.json_chunk_38.json,tanacetum vulgare l,,anthelmintic,Yes
29202702.json_chunk_38.json,tanacetum vulgare l,,spasmolytic,Yes
29202702.json_chunk_38.json,taraxacum officianalis f. i. wiggs,,antirheumatic,Yes
29202702.json_chunk_38.json,taraxacum officianalis f. i. wiggs,,laxative,Yes
29202702.json_chunk_38.json,taraxacum officianalis f. i. wiggs,,diuretic,Yes
29202702.json_chunk_38.json,taraxacum officianalis f. i. wiggs,,choleretic,Yes
29202702.json_chunk_38.json,taraxacum officianalis f. i. wiggs,,antilithic,Yes
29202702.json_chunk_38.json,taraxacum officianalis f. i. wiggs,,hepatic tonic,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,astringent,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,bitter tonic,No
29202702.json_chunk_38.json,thymus vulgaris l,,spasmolytic,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,anti-bacterial,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,carminative,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,expectorant,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,anthelmintic,Yes
29202702.json_chunk_38.json,thymus vulgaris l,,antitussive,Yes
29202702.json_chunk_39.json,valeriana officinalis l,,hypotensive,Yes
29202702.json_chunk_39.json,valeriana officinalis l,,spasmolytic,Yes
29202702.json_chunk_39.json,valeriana officinalis l,,sedative,Yes
29202702.json_chunk_39.json,valeriana officinalis l,,tranquilliser,Yes
29202702.json_chunk_39.json,verbascum thapsus l,,vulnerary,Yes
29202702.json_chunk_39.json,verbascum thapsus l,,emollient,Yes
29202702.json_chunk_39.json,verbascum thapsus l,,demulcent,Yes
29202702.json_chunk_39.json,verbascum thapsus l,,diuretic,Yes
29202702.json_chunk_39.json,verbascum thapsus l,,expectorant,Yes
29202702.json_chunk_39.json,verbena officinalis l,,sedative,Yes
29202702.json_chunk_39.json,verbena officinalis l,,galactogogue,Yes
29202702.json_chunk_39.json,verbena officinalis l,,antispasmodic,Yes
29202702.json_chunk_39.json,verbena officinalis l,,nervine,No
29202702.json_chunk_39.json,verbena officinalis l,,bitter,No
29202702.json_chunk_39.json,verbena officinalis l,,diaphoretic,Yes
29202702.json_chunk_39.json,zingiber officinale l,,anti-inflammatory,Yes
29202702.json_chunk_39.json,zingiber officinale l,,peripheral circulatory stimulant,Yes
29202702.json_chunk_39.json,zingiber officinale l,,spasmolytic,Yes
29202702.json_chunk_39.json,zingiber officinale l,,anti-emetic,Yes
29202702.json_chunk_39.json,zingiber officinale l,,carminative,Yes
29259396.json_chunk_2.json,voacanga africana stapf,cancer,,Yes
29259396.json_chunk_2.json,voacanga africana stapf,heart diseases,,Yes
43495099.json_chunk_2.json,magnolia,sinusitis,,No
43495099.json_chunk_2.json,magnolia,headache,,No
43495099.json_chunk_2.json,magnolia,rhinitis,,No
43495099.json_chunk_2.json,magnolia,,anti-histamine,No
43495099.json_chunk_3.json,m. biondii,,anti-inflammatory,No
43495099.json_chunk_3.json,m. biondii,,anti-histamine,Yes
43495099.json_chunk_3.json,m. biondii,,anti-allergic,No
48537506.json_chunk_8.json,d. metel l,epigastric pain,,Yes
48537506.json_chunk_8.json,d. metel l,rheumatic pain,,Yes
48537506.json_chunk_8.json,d. metel l,psychosis,,Yes
48537506.json_chunk_8.json,d. metel l,pain from injury,,Yes
48537506.json_chunk_8.json,d. metel l,toothache,,Yes
48537506.json_chunk_8.json,d. metel l,convulsion,,Yes
48537506.json_chunk_8.json,d. metel l,bronchial asthma,,Yes
48537506.json_chunk_8.json,d. metel l,chronic bronchitis,,Yes
48537506.json_chunk_8.json,d. metel l,surgical anesthesia,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,post-traumatic pain,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,bruises,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,arthritis,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,diarrhoea,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,fractures,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,hemiplegia,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,acute abdominal pain,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,rheumatism,,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,,improve energy metabolism,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,,increase general or local blood flow,Yes
48537506.json_chunk_8.json,aconitum carmichaeli,,increase the digestive and absorptive activities of the gastrointestinal tract,Yes
48537506.json_chunk_12.json,panax ginseng,,anti-aging,No
48537506.json_chunk_12.json,panax ginseng,,anti-stress,No
48537506.json_chunk_12.json,panax ginseng,,antioxidant,No
48537506.json_chunk_12.json,panax ginseng,,antineoplastic,No
48537506.json_chunk_12.json,panax ginseng,,anti-fatigue,No
48537506.json_chunk_13.json,crataegus,angina,,Yes
48537506.json_chunk_14.json,panax,angina pectoris,,No
48537506.json_chunk_14.json,panax,mi,,No
48537506.json_chunk_14.json,panax,chf,,No
