,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
22,ageratina petiolaris,6986-2,Ageratina petiolaris,Ageratina petiolaris (Moc. & Sessé ex DC.) R.M.King & H.Rob.,Asteraceae,Species,Ageratina petiolaris,Ageratina petiolaris (Moc. & Sessé ex DC.) R.M.King & H.Rob.,6986-2,Ageratina,3127467,Accepted,direct_wcvp_unique,Ageratina petiolaris
23,berberis oblonga (regel) c. k.schneid,106944-1,Berberis oblonga,Berberis oblonga (Regel) C.K.Schneid.,Berberidaceae,Species,Berberis oblonga,Berberis oblonga (Regel) C.K.Schneid.,106944-1,Berberis,2674217,Accepted,direct_wcvp_w_author_unique,Berberis oblonga (Regel) C.K.Schneid.
24,mandragora officinarum,816733-1,Mandragora officinarum,Mandragora officinarum L.,Solanaceae,Species,Mandragora officinarum,Mandragora officinarum L.,816733-1,Mandragora,2506563,Accepted,direct_wcvp_unique,Mandragora officinarum
25,satureja montana,457736-1,Satureja montana,Satureja montana L.,Lamiaceae,Species,Satureja montana,Satureja montana L.,457736-1,Satureja,185794,Accepted,direct_wcvp_unique,Satureja montana
26,artemisia absinthium,300106-2,Artemisia absinthium,Artemisia absinthium L.,Asteraceae,Species,Artemisia absinthium,Artemisia absinthium L.,300106-2,Artemisia,2909600,Accepted,direct_wcvp_unique,Artemisia absinthium
28,olea europaea,610675-1,Olea europaea,Olea europaea L.,Oleaceae,Species,Olea europaea,Olea europaea L.,610675-1,Olea,355112,Accepted,direct_wcvp_unique,Olea europaea
29,digitalis purpurea,802077-1,Digitalis purpurea,Digitalis purpurea L.,Plantaginaceae,Species,Digitalis purpurea,Digitalis purpurea L.,802077-1,Digitalis,2768087,Accepted,direct_wcvp_unique,Digitalis purpurea
30,berberis darwinii hook,273235-2,Berberis darwinii,Berberis darwinii Hook.,Berberidaceae,Species,Berberis darwinii,Berberis darwinii Hook.,273235-2,Berberis,2673673,Accepted,direct_wcvp_w_author_unique,Berberis darwinii Hook.
35,cinchona officinalis l,58723-2,Cinchona officinalis,Cinchona officinalis L.,Rubiaceae,Species,Cinchona officinalis,Cinchona officinalis L.,58723-2,Cinchona,40720,Accepted,direct_wcvp_w_author_unique,Cinchona officinalis L.
36,acacia karoo,77087189-1,Vachellia karroo,Vachellia karroo (Hayne) Banfi & Galasso,Fabaceae,Species,Vachellia karroo,Vachellia karroo (Hayne) Banfi & Galasso,77087189-1,Vachellia,2612641,Synonym,knms_single,Acacia karroo Getreue Darstell. Gew. 10: t. 33 (1827) Hayne 1827
37,abelmoschus esculentus,558006-1,Abelmoschus esculentus,Abelmoschus esculentus (L.) Moench,Malvaceae,Species,Abelmoschus esculentus,Abelmoschus esculentus (L.) Moench,558006-1,Abelmoschus,2609574,Accepted,direct_wcvp_unique,Abelmoschus esculentus
38,origanum vulgare,453395-1,Origanum vulgare,Origanum vulgare L.,Lamiaceae,Species,Origanum vulgare,Origanum vulgare L.,453395-1,Origanum,143954,Accepted,direct_wcvp_unique,Origanum vulgare
39,petroselinum crispum,60442790-2,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Apiaceae,Species,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,60442790-2,Petroselinum,2898243,Accepted,direct_wcvp_unique,Petroselinum crispum
41,matricaria pubescens,236194-1,Otoglyphis pubescens,Otoglyphis pubescens (Desf.) Pomel,Asteraceae,Species,Otoglyphis pubescens,Otoglyphis pubescens (Desf.) Pomel,236194-1,Otoglyphis,3112111,Synonym,direct_wcvp_unique,Matricaria pubescens
42,elettaria cadamomum,796556-1,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,Zingiberaceae,Species,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,796556-1,Elettaria,243056,Accepted,openrefine_unique,Zingiberaceae Elettaria cardamomum (L.) Maton
43,plectranthus amboinicus,445902-1,Coleus amboinicus,Coleus amboinicus Lour.,Lamiaceae,Species,Coleus amboinicus,Coleus amboinicus Lour.,445902-1,Coleus,157885,Synonym,direct_wcvp_unique,Plectranthus amboinicus
44,beta vulgaris,164505-1,Beta vulgaris,Beta vulgaris L.,Amaranthaceae,Species,Beta vulgaris,Beta vulgaris L.,164505-1,Beta,2675613,Accepted,direct_wcvp_unique,Beta vulgaris
45,cinnamomum verum,463752-1,Cinnamomum verum,Cinnamomum verum J.Presl,Lauraceae,Species,Cinnamomum verum,Cinnamomum verum J.Presl,463752-1,Cinnamomum,2721692,Accepted,direct_wcvp_unique,Cinnamomum verum
47,euphorbia neriifolia,347489-1,Euphorbia neriifolia,Euphorbia neriifolia L.,Euphorbiaceae,Species,Euphorbia neriifolia,Euphorbia neriifolia L.,347489-1,Euphorbia,81079,Accepted,direct_wcvp,Euphorbia neriifolia
48,foeniculum vulgare,842680-1,Foeniculum vulgare,Foeniculum vulgare Mill.,Apiaceae,Species,Foeniculum vulgare,Foeniculum vulgare Mill.,842680-1,Foeniculum,2813604,Accepted,direct_wcvp_unique,Foeniculum vulgare
50,taxus brevifolia,249736-2,Taxus brevifolia,Taxus brevifolia Nutt.,Taxaceae,Species,Taxus brevifolia,Taxus brevifolia Nutt.,249736-2,Taxus,378623,Accepted,direct_wcvp_unique,Taxus brevifolia
51,spinacia oleracea,167384-1,Spinacia oleracea,Spinacia oleracea L.,Amaranthaceae,Species,Spinacia oleracea,Spinacia oleracea L.,167384-1,Spinacia,2483900,Accepted,direct_wcvp_unique,Spinacia oleracea
52,berberis empetrifolia lam,106632-1,Berberis empetrifolia,Berberis empetrifolia Lam.,Berberidaceae,Species,Berberis empetrifolia,Berberis empetrifolia Lam.,106632-1,Berberis,2673747,Accepted,direct_wcvp_w_author_unique,Berberis empetrifolia Lam.
53,thymus serpyllum,30066276-2,Thymus serpyllum,Thymus serpyllum L.,Lamiaceae,Species,Thymus serpyllum,Thymus serpyllum L.,30066276-2,Thymus,205442,Accepted,direct_wcvp_unique,Thymus serpyllum
54,vitex agnus-castus,865568-1,Vitex agnus-castus,Vitex agnus-castus L.,Lamiaceae,Species,Vitex agnus-castus,Vitex agnus-castus L.,865568-1,Vitex,213297,Accepted,direct_wcvp_unique,Vitex agnus-castus
55,persea americana,325643-2,Persea americana,Persea americana Mill.,Lauraceae,Species,Persea americana,Persea americana Mill.,325643-2,Persea,2529835,Accepted,direct_wcvp_unique,Persea americana
56,berberis buxifolia lam,31472-2,Berberis microphylla,Berberis microphylla G.Forst.,Berberidaceae,Species,Berberis microphylla,Berberis microphylla G.Forst.,31472-2,Berberis,2673528,Synonym,direct_wcvp_w_author_unique,Berberis buxifolia Lam.
57,ajuga bracteosa,444595-1,Ajuga integrifolia,Ajuga integrifolia Buch.-Ham. ex D.Don,Lamiaceae,Species,Ajuga integrifolia,Ajuga integrifolia Buch.-Ham. ex D.Don,444595-1,Ajuga,5177,Illegitimate,direct_wcvp_unique,Ajuga bracteosa
61,rollinia mucosa (jacq.) baill,72259-1,Annona mucosa,Annona mucosa Jacq.,Annonaceae,Species,Annona mucosa,Annona mucosa Jacq.,72259-1,Annona,2422355,Synonym,direct_wcvp_w_author_unique,Rollinia mucosa (Jacq.) Baill.
63,achillea coarcata,173896-1,Achillea coarctata,Achillea coarctata Poir.,Asteraceae,Species,Achillea coarctata,Achillea coarctata Poir.,173896-1,Achillea,3109861,Accepted,openrefine_unique,Asteraceae Achillea coarctata Poir.
66,thymus pulegioides l,461562-1,Thymus pulegioides,Thymus pulegioides L.,Lamiaceae,Species,Thymus pulegioides,Thymus pulegioides L.,461562-1,Thymus,205310,Accepted,direct_wcvp_w_author_unique,Thymus pulegioides L.
67,papaver somniferum,673724-1,Papaver somniferum,Papaver somniferum L.,Papaveraceae,Species,Papaver somniferum,Papaver somniferum L.,673724-1,Papaver,2561497,Accepted,direct_wcvp_unique,Papaver somniferum
69,berberis integerrima bunge,106778-1,Berberis integerrima,Berberis integerrima Bunge,Berberidaceae,Species,Berberis integerrima,Berberis integerrima Bunge,106778-1,Berberis,2673955,Accepted,direct_wcvp_w_author_unique,Berberis integerrima Bunge
70,scrophularia canina l,809084-1,Scrophularia canina,Scrophularia canina L.,Scrophulariaceae,Species,Scrophularia canina,Scrophularia canina L.,809084-1,Scrophularia,2585617,Accepted,direct_wcvp_w_author_unique,Scrophularia canina L.
71,anethum graveolens l,837530-1,Anethum graveolens,Anethum graveolens L.,Apiaceae,Species,Anethum graveolens,Anethum graveolens L.,837530-1,Anethum,2638934,Accepted,direct_wcvp_w_author_unique,Anethum graveolens L.
72,papaver dubium l,673488-1,Papaver dubium,Papaver dubium L.,Papaveraceae,Species,Papaver dubium,Papaver dubium L.,673488-1,Papaver,2560793,Accepted,direct_wcvp_w_author_unique,Papaver dubium L.
73,entada africana,493820-1,Entada africana,Entada africana Guill. & Perr.,Fabaceae,Species,Entada africana,Entada africana Guill. & Perr.,493820-1,Entada,2789428,Accepted,direct_wcvp_unique,Entada africana
74,cichorium intybus,194533-1,Cichorium intybus,Cichorium intybus L.,Asteraceae,Species,Cichorium intybus,Cichorium intybus L.,194533-1,Cichorium,2901597,Accepted,direct_wcvp_unique,Cichorium intybus
75,berberis jaeschkeana c. k.schneid,106787-1,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,Berberidaceae,Species,Berberis jaeschkeana,Berberis jaeschkeana C.K.Schneid.,106787-1,Berberis,2673971,Accepted,direct_wcvp_w_author_unique,Berberis jaeschkeana C.K.Schneid.
76,sambucus nigra,30122169-2,Sambucus nigra,Sambucus nigra L.,Viburnaceae,Species,Sambucus nigra,Sambucus nigra L.,30122169-2,Sambucus,2486519,Accepted,direct_wcvp,Sambucus nigra
77,capsicum annuum,316944-2,Capsicum annuum,Capsicum annuum L.,Solanaceae,Species,Capsicum annuum,Capsicum annuum L.,316944-2,Capsicum,2698415,Accepted,direct_wcvp_unique,Capsicum annuum
78,sedum maximum,274211-1,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,Crassulaceae,Species,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,274211-1,Hylotelephium,2483346,Synonym,direct_wcvp_unique,Sedum maximum
79,serenoa repens,941782-1,Serenoa repens,Serenoa repens (W.Bartram) Small,Arecaceae,Species,Serenoa repens,Serenoa repens (W.Bartram) Small,941782-1,Serenoa,190787,Accepted,direct_wcvp_unique,Serenoa repens
80,viburnum prunifolium,326270-2,Viburnum prunifolium,Viburnum prunifolium L.,Viburnaceae,Species,Viburnum prunifolium,Viburnum prunifolium L.,326270-2,Viburnum,2458593,Accepted,direct_wcvp_unique,Viburnum prunifolium
81,achillea millefolium l,2294-2,Achillea millefolium,Achillea millefolium L.,Asteraceae,Species,Achillea millefolium,Achillea millefolium L.,2294-2,Achillea,2908230,Accepted,direct_wcvp_w_author_unique,Achillea millefolium L.
82,arachis hypogaea,318562-2,Arachis hypogaea,Arachis hypogaea L.,Fabaceae,Species,Arachis hypogaea,Arachis hypogaea L.,318562-2,Arachis,2646420,Accepted,direct_wcvp_unique,Arachis hypogaea
83,murraya koenigii,771522-1,Bergera koenigii,Bergera koenigii L.,Rutaceae,Species,Bergera koenigii,Bergera koenigii L.,771522-1,Bergera,2510478,Synonym,direct_wcvp_unique,Murraya koenigii
84,glycyrrhiza glabra,496941-1,Glycyrrhiza glabra,Glycyrrhiza glabra L.,Fabaceae,Species,Glycyrrhiza glabra,Glycyrrhiza glabra L.,496941-1,Glycyrrhiza,2827728,Accepted,direct_wcvp_unique,Glycyrrhiza glabra
85,rauvolfia serpentina,81648-1,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,Apocynaceae,Species,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,81648-1,Rauvolfia,176968,Accepted,direct_wcvp_unique,Rauvolfia serpentina
86,viola odorata l,868828-1,Viola odorata,Viola odorata L.,Violaceae,Species,Viola odorata,Viola odorata L.,868828-1,Viola,2459312,Accepted,direct_wcvp_w_author_unique,Viola odorata L.
87,chelidonium majus l,303589-2,Chelidonium majus,Chelidonium majus L.,Papaveraceae,Species,Chelidonium majus,Chelidonium majus L.,303589-2,Chelidonium,2716702,Accepted,direct_wcvp_w_author_unique,Chelidonium majus L.
89,glycine max,60450240-2,Glycine max,Glycine max (L.) Merr.,Fabaceae,Species,Glycine max,Glycine max (L.) Merr.,60450240-2,Glycine,2827366,Accepted,direct_wcvp_unique,Glycine max
90,gentiana officinalis,368591-1,Gentiana officinalis,Gentiana officinalis Harry Sm.,Gentianaceae,Species,Gentiana officinalis,Gentiana officinalis Harry Sm.,368591-1,Gentiana,2821065,Accepted,direct_wcvp_unique,Gentiana officinalis
93,coptis chinensis franch,710313-1,Coptis chinensis,Coptis chinensis Franch.,Ranunculaceae,Species,Coptis chinensis,Coptis chinensis Franch.,710313-1,Coptis,2736105,Accepted,direct_wcvp_w_author_unique,Coptis chinensis Franch.
94,lavandula angustifolia,449008-1,Lavandula angustifolia,Lavandula angustifolia Mill.,Lamiaceae,Species,Lavandula angustifolia,Lavandula angustifolia Mill.,449008-1,Lavandula,108971,Accepted,direct_wcvp,Lavandula angustifolia
95,sauromatum venosum,88690-1,Sauromatum venosum,Sauromatum venosum (Aiton) Kunth,Araceae,Species,Sauromatum venosum,Sauromatum venosum (Aiton) Kunth,88690-1,Sauromatum,186383,Accepted,direct_wcvp_unique,Sauromatum venosum
96,stachys iva,459647-1,Stachys iva,Stachys iva Griseb.,Lamiaceae,Species,Stachys iva,Stachys iva Griseb.,459647-1,Stachys,195205,Accepted,direct_wcvp_unique,Stachys iva
98,shorea roxburghii,77217927-1,Anthoshorea roxburghii,Anthoshorea roxburghii (G.Don) P.S.Ashton & J.Heck.,Dipterocarpaceae,Species,Anthoshorea roxburghii,Anthoshorea roxburghii (G.Don) P.S.Ashton & J.Heck.,77217927-1,Anthoshorea,2592562,Synonym,direct_wcvp_unique,Shorea roxburghii
101,scrophularia striata boiss,809537-1,Scrophularia striata,Scrophularia striata Boiss.,Scrophulariaceae,Species,Scrophularia striata,Scrophularia striata Boiss.,809537-1,Scrophularia,2587276,Accepted,direct_wcvp_w_author_unique,Scrophularia striata Boiss.
102,arctium lappa,178385-1,Arctium lappa,Arctium lappa L.,Asteraceae,Species,Arctium lappa,Arctium lappa L.,178385-1,Arctium,2900828,Accepted,direct_wcvp_unique,Arctium lappa
104,matricaria chamomilla l,154715-2,Matricaria chamomilla,Matricaria chamomilla L.,Asteraceae,Species,Matricaria chamomilla,Matricaria chamomilla L.,154715-2,Matricaria,2906535,Accepted,direct_wcvp_w_author_unique,Matricaria chamomilla L.
105,momordica charantia l,293413-1,Momordica charantia,Momordica charantia L.,Cucurbitaceae,Species,Momordica charantia,Momordica charantia L.,293413-1,Momordica,2372864,Accepted,direct_wcvp_w_author_unique,Momordica charantia L.
106,taraxacum officinale,254151-1,Taraxacum sect. Taraxacum,Taraxacum sect. Taraxacum F.H.Wigg.,Asteraceae,Species,Taraxacum sect. Taraxacum,Taraxacum sect. Taraxacum F.H.Wigg.,254151-1,Taraxacum,3137644,Synonym,direct_wcvp_unique,Taraxacum officinale
107,stellaria media,159330-1,Stellaria media,Stellaria media (L.) Vill.,Caryophyllaceae,Species,Stellaria media,Stellaria media (L.) Vill.,159330-1,Stellaria,2481938,Accepted,direct_wcvp,Stellaria media
108,argemone platyceras l,671713-1,Argemone platyceras,Argemone platyceras Link & Otto,Papaveraceae,Species,Argemone platyceras,Argemone platyceras Link & Otto,671713-1,Argemone,2650548,Accepted,knms_single,Argemone platyceras Icon. Pl. Rar. 1: 58 (1829) Link & Otto 1829
109,zingiber officinale,798372-1,Zingiber officinale,Zingiber officinale Roscoe,Zingiberaceae,Species,Zingiber officinale,Zingiber officinale Roscoe,798372-1,Zingiber,273361,Accepted,direct_wcvp_unique,Zingiber officinale
110,berberis aquifolium pursh,31334-2,Berberis aquifolium,Berberis aquifolium Pursh,Berberidaceae,Species,Berberis aquifolium,Berberis aquifolium Pursh,31334-2,Berberis,2673426,Accepted,direct_wcvp_w_author_unique,Berberis aquifolium Pursh
111,senecio candicans,244324-1,Senecio candicans,Senecio candicans Wall. ex DC.,Asteraceae,Species,Senecio candicans,Senecio candicans Wall. ex DC.,244324-1,Senecio,3080451,Accepted,direct_wcvp,Senecio candicans
112,echinacea angustifolia dc,87143-2,Echinacea angustifolia,Echinacea angustifolia DC.,Asteraceae,Species,Echinacea angustifolia,Echinacea angustifolia DC.,87143-2,Echinacea,2910344,Accepted,direct_wcvp_w_author_unique,Echinacea angustifolia DC.
114,berberis lycium royle,106865-1,Berberis lycium,Berberis lycium Royle,Berberidaceae,Species,Berberis lycium,Berberis lycium Royle,106865-1,Berberis,2674093,Accepted,direct_wcvp_w_author_unique,Berberis lycium Royle
115,mahonia fortunei (lindl. )fedde,106663-1,Berberis fortunei,Berberis fortunei Lindl.,Berberidaceae,Species,Berberis fortunei,Berberis fortunei Lindl.,106663-1,Berberis,2358498,Synonym,knms_single,Mahonia fortunei Bot. Jahrb. Syst. 31: 130 (1901) (Lindl.) Fedde 1901
116,moringa oleifera,584736-1,Moringa oleifera,Moringa oleifera Lam.,Moringaceae,Species,Moringa oleifera,Moringa oleifera Lam.,584736-1,Moringa,2501705,Accepted,direct_wcvp_unique,Moringa oleifera
118,morinda citrifolia l,756359-1,Morinda citrifolia,Morinda citrifolia L.,Rubiaceae,Species,Morinda citrifolia,Morinda citrifolia L.,756359-1,Morinda,129789,Accepted,direct_wcvp_w_author_unique,Morinda citrifolia L.
119,tilia tomentosa moench,835608-1,Tilia tomentosa,Tilia tomentosa Moench,Malvaceae,Species,Tilia tomentosa,Tilia tomentosa Moench,835608-1,Tilia,2517619,Accepted,direct_wcvp_w_author_unique,Tilia tomentosa Moench
120,scrophularia auriculata l,809039-1,Scrophularia auriculata,Scrophularia auriculata L.,Scrophulariaceae,Species,Scrophularia auriculata,Scrophularia auriculata L.,809039-1,Scrophularia,2586267,Accepted,direct_wcvp_w_author_unique,Scrophularia auriculata L.
124,cecropia obtusifolia,850947-1,Cecropia obtusifolia,Cecropia obtusifolia Bertol.,Urticaceae,Species,Cecropia obtusifolia,Cecropia obtusifolia Bertol.,850947-1,Cecropia,2707088,Accepted,direct_wcvp_unique,Cecropia obtusifolia
125,citrullus colocynthis,291930-1,Citrullus colocynthis,Citrullus colocynthis (L.) Schrad.,Cucurbitaceae,Species,Citrullus colocynthis,Citrullus colocynthis (L.) Schrad.,291930-1,Citrullus,2723897,Accepted,direct_wcvp_unique,Citrullus colocynthis
126,corchorus olitorius,320796-2,Corchorus olitorius,Corchorus olitorius L.,Malvaceae,Species,Corchorus olitorius,Corchorus olitorius L.,320796-2,Corchorus,2736427,Accepted,direct_wcvp_unique,Corchorus olitorius
127,carlina acaulis,189213-1,Carlina acaulis,Carlina acaulis L.,Asteraceae,Species,Carlina acaulis,Carlina acaulis L.,189213-1,Carlina,2925901,Accepted,direct_wcvp,Carlina acaulis
128,equisetum myriochaetum,77060052-1,Equisetum myriochaetum,Equisetum myriochaetum Schltdl. & Cham.,Equisetaceae,Species,Equisetum myriochaetum,Equisetum myriochaetum Schltdl. & Cham.,77060052-1,Equisetum,3137125,Accepted,direct_wcvp_unique,Equisetum myriochaetum
129,picea abies,262609-1,Picea abies,Picea abies (L.) H.Karst.,Pinaceae,Species,Picea abies,Picea abies (L.) H.Karst.,262609-1,Picea,380406,Accepted,direct_wcvp_unique,Picea abies
130,populus tremula,302387-2,Populus tremula,Populus tremula L.,Salicaceae,Species,Populus tremula,Populus tremula L.,302387-2,Populus,2917379,Accepted,direct_wcvp_unique,Populus tremula
131,helianthus annuus,119003-2,Helianthus annuus,Helianthus annuus L.,Asteraceae,Species,Helianthus annuus,Helianthus annuus L.,119003-2,Helianthus,2910966,Accepted,direct_wcvp_unique,Helianthus annuus
132,salvia fruticosa mill,456249-1,Salvia fruticosa,Salvia fruticosa Mill.,Lamiaceae,Species,Salvia fruticosa,Salvia fruticosa Mill.,456249-1,Salvia,182683,Accepted,direct_wcvp_w_author_unique,Salvia fruticosa Mill.
133,pueraria lobata,967441-1,Pueraria montana var. lobata,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Fabaceae,Variety,Pueraria montana,Pueraria montana (Lour.) Merr.,516708-1,Pueraria montana,2537359,Synonym,direct_wcvp_unique,Pueraria lobata
134,pulsatilla patens,30094592-2,Pulsatilla patens,Pulsatilla patens (L.) Mill.,Ranunculaceae,Species,Pulsatilla patens,Pulsatilla patens (L.) Mill.,30094592-2,Pulsatilla,2544200,Accepted,direct_wcvp_unique,Pulsatilla patens
135,cucurbita pepo l,292416-1,Cucurbita pepo,Cucurbita pepo L.,Cucurbitaceae,Species,Cucurbita pepo,Cucurbita pepo L.,292416-1,Cucurbita,2747186,Accepted,direct_wcvp_w_author_unique,Cucurbita pepo L.
136,berberis petiolaris wall. ex g.don,106978-1,Berberis petiolaris,Berberis petiolaris Wall. ex G.Don,Berberidaceae,Species,Berberis petiolaris,Berberis petiolaris Wall. ex G.Don,106978-1,Berberis,2674269,Accepted,direct_wcvp_w_author_unique,Berberis petiolaris Wall. ex G.Don
137,ocimum tenuiflorum,453130-1,Ocimum tenuiflorum,Ocimum tenuiflorum L.,Lamiaceae,Species,Ocimum tenuiflorum,Ocimum tenuiflorum L.,453130-1,Ocimum,137105,Accepted,direct_wcvp_unique,Ocimum tenuiflorum
138,ginkgo biloba,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
139,portulaca oleracea,323270-2,Portulaca oleracea,Portulaca oleracea L.,Portulacaceae,Species,Portulaca oleracea,Portulaca oleracea L.,323270-2,Portulaca,2566490,Accepted,direct_wcvp_unique,Portulaca oleracea
140,allium cepa,527795-1,Allium cepa,Allium cepa L.,Amaryllidaceae,Species,Allium cepa,Allium cepa L.,527795-1,Allium,295261,Accepted,direct_wcvp_unique,Allium cepa
142,rosmarinus officinalis,457138-1,Salvia rosmarinus,Salvia rosmarinus Spenn.,Lamiaceae,Species,Salvia rosmarinus,Salvia rosmarinus Spenn.,457138-1,Salvia,179873,Synonym,direct_wcvp_unique,Rosmarinus officinalis
143,curcuma longa,796451-1,Curcuma longa,Curcuma longa L.,Zingiberaceae,Species,Curcuma longa,Curcuma longa L.,796451-1,Curcuma,235249,Accepted,direct_wcvp_unique,Curcuma longa
144,hebe salicifolia,812616-1,Veronica salicifolia,Veronica salicifolia G.Forst.,Plantaginaceae,Species,Veronica salicifolia,Veronica salicifolia G.Forst.,812616-1,Veronica,2840557,Synonym,direct_wcvp_unique,Hebe salicifolia
145,avena sativa,391732-1,Avena sativa,Avena sativa L.,Poaceae,Species,Avena sativa,Avena sativa L.,391732-1,Avena,397860,Accepted,direct_wcvp_unique,Avena sativa
146,camellia sinensis,828548-1,Camellia sinensis,Camellia sinensis (L.) Kuntze,Theaceae,Species,Camellia sinensis,Camellia sinensis (L.) Kuntze,828548-1,Camellia,2694880,Accepted,direct_wcvp_unique,Camellia sinensis
147,valeriana officinalis,860012-1,Valeriana officinalis,Valeriana officinalis L.,Caprifoliaceae,Species,Valeriana officinalis,Valeriana officinalis L.,860012-1,Valeriana,2464616,Accepted,direct_wcvp_unique,Valeriana officinalis
151,ephedra sinica,383460-1,Ephedra sinica,Ephedra sinica Stapf,Ephedraceae,Species,Ephedra sinica,Ephedra sinica Stapf,383460-1,Ephedra,333041,Accepted,direct_wcvp_unique,Ephedra sinica
152,macleaya microcarpa(maxim.) fedde,673260-1,Macleaya microcarpa,Macleaya microcarpa (Maxim.) Fedde,Papaveraceae,Species,Macleaya microcarpa,Macleaya microcarpa (Maxim.) Fedde,673260-1,Macleaya,2502542,Accepted,knms_single,Macleaya microcarpa Beibl. Bot. Jahrb. Syst. 82: 45 (1905) (Maxim.) Fedde 1905
153,viola tricolor l,869428-1,Viola tricolor,Viola tricolor L.,Violaceae,Species,Viola tricolor,Viola tricolor L.,869428-1,Viola,2461201,Accepted,direct_wcvp_w_author_unique,Viola tricolor L.
154,mimosa pudica,313242-2,Mimosa pudica,Mimosa pudica L.,Fabaceae,Species,Mimosa pudica,Mimosa pudica L.,313242-2,Mimosa,2373711,Accepted,direct_wcvp_unique,Mimosa pudica
