,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
19,impatiens capensis,30008241-2,Impatiens capensis,Impatiens capensis Meerb.,Balsaminaceae,Species,Impatiens capensis,Impatiens capensis Meerb.,30008241-2,Impatiens,2862264,Accepted,direct_wcvp,Impatiens capensis
20,sedum maximum,274211-1,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,Crassulaceae,Species,Hylotelephium maximum,Hylotelephium maximum (L.) Holub,274211-1,Hylotelephium,2483346,Synonym,direct_wcvp_unique,Sedum maximum
24,terminalia bellirica (gaertn.) roxb,170982-1,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,Combretaceae,Species,Terminalia bellirica,Terminalia bellirica (Gaertn.) Roxb.,170982-1,Terminalia,2431540,Accepted,direct_wcvp_w_author_unique,Terminalia bellirica (Gaertn.) Roxb.
25,persea americana,325643-2,Persea americana,Persea americana Mill.,Lauraceae,Species,Persea americana,Persea americana Mill.,325643-2,Persea,2529835,Accepted,direct_wcvp_unique,Persea americana
27,petroselinum crispum,60442790-2,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,Apiaceae,Species,Petroselinum crispum,Petroselinum crispum (Mill.) Fuss,60442790-2,Petroselinum,2898243,Accepted,direct_wcvp_unique,Petroselinum crispum
28,saponaria officinalis,156627-1,Saponaria officinalis,Saponaria officinalis L.,Caryophyllaceae,Species,Saponaria officinalis,Saponaria officinalis L.,156627-1,Saponaria,2484914,Accepted,direct_wcvp_unique,Saponaria officinalis
29,berberis umbellata wall. ex g.don,107163-1,Berberis umbellata,Berberis umbellata Wall. ex G.Don,Berberidaceae,Species,Berberis umbellata,Berberis umbellata Wall. ex G.Don,107163-1,Berberis,2674567,Accepted,direct_wcvp_w_author_unique,Berberis umbellata Wall. ex G.Don
30,pulicaria wightiana,240627-1,Pulicaria wightiana,Pulicaria wightiana (DC.) C.B.Clarke,Asteraceae,Species,Pulicaria wightiana,Pulicaria wightiana (DC.) C.B.Clarke,240627-1,Pulicaria,3113751,Accepted,direct_wcvp_unique,Pulicaria wightiana
31,lavandula officinalis,77171433-1,Lavandula angustifolia subsp. angustifolia,Lavandula angustifolia subsp. angustifolia,Lamiaceae,Subspecies,Lavandula angustifolia,Lavandula angustifolia Mill.,449008-1,Lavandula angustifolia,109056,Synonym,direct_wcvp_unique,Lavandula officinalis
32,tanacetum parthenium,252460-1,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,Asteraceae,Species,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,252460-1,Tanacetum,2916972,Accepted,direct_wcvp_unique,Tanacetum parthenium
33,linum usitatissimum l,544772-1,Linum usitatissimum,Linum usitatissimum L.,Linaceae,Species,Linum usitatissimum,Linum usitatissimum L.,544772-1,Linum,2353429,Accepted,direct_wcvp_w_author_unique,Linum usitatissimum L.
34,garcinia indi-ca,428006-1,Garcinia indica,Garcinia indica (Thouars) Choisy,Clusiaceae,Species,Garcinia indica,Garcinia indica (Thouars) Choisy,428006-1,Garcinia,2816906,Accepted,knms_single,"Garcinia indica A.P.de Candolle, Prodr. 1: 561 (1824) (Thouars) Choisy 1824"
35,vitis vinifera,30478388-2,Vitis vinifera,Vitis vinifera L.,Vitaceae,Species,Vitis vinifera,Vitis vinifera L.,30478388-2,Vitis,2457006,Accepted,direct_wcvp_unique,Vitis vinifera
36,angelica sinensis,77065778-1,Angelica sinensis,Angelica sinensis (Oliv.) Diels,Apiaceae,Species,Angelica sinensis,Angelica sinensis (Oliv.) Diels,77065778-1,Angelica,2639272,Accepted,direct_wcvp_unique,Angelica sinensis
38,crocus sativus,436688-1,Crocus sativus,Crocus sativus L.,Iridaceae,Species,Crocus sativus,Crocus sativus L.,436688-1,Crocus,327454,Accepted,direct_wcvp_unique,Crocus sativus
40,rauvolfia serpentina,81648-1,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,Apocynaceae,Species,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,81648-1,Rauvolfia,176968,Accepted,direct_wcvp_unique,Rauvolfia serpentina
43,polygonum aviculare,695422-1,Polygonum aviculare,Polygonum aviculare L.,Polygonaceae,Species,Polygonum aviculare,Polygonum aviculare L.,695422-1,Polygonum,2574669,Accepted,direct_wcvp_unique,Polygonum aviculare
44,beta vulgaris,164505-1,Beta vulgaris,Beta vulgaris L.,Amaranthaceae,Species,Beta vulgaris,Beta vulgaris L.,164505-1,Beta,2675613,Accepted,direct_wcvp_unique,Beta vulgaris
45,murraya koenigii,771522-1,Bergera koenigii,Bergera koenigii L.,Rutaceae,Species,Bergera koenigii,Bergera koenigii L.,771522-1,Bergera,2510478,Synonym,direct_wcvp_unique,Murraya koenigii
46,euphorbia neriifolia,347489-1,Euphorbia neriifolia,Euphorbia neriifolia L.,Euphorbiaceae,Species,Euphorbia neriifolia,Euphorbia neriifolia L.,347489-1,Euphorbia,81079,Accepted,direct_wcvp,Euphorbia neriifolia
47,sedum acre,274996-1,Sedum acre,Sedum acre L.,Crassulaceae,Species,Sedum acre,Sedum acre L.,274996-1,Sedum,2483146,Accepted,direct_wcvp_unique,Sedum acre
48,galium trifidum,750768-1,Galium trifidum,Galium trifidum L.,Rubiaceae,Species,Galium trifidum,Galium trifidum L.,750768-1,Galium,87745,Accepted,direct_wcvp,Galium trifidum
49,nigella sativa l,711687-1,Nigella sativa,Nigella sativa L.,Ranunculaceae,Species,Nigella sativa,Nigella sativa L.,711687-1,Nigella,2381679,Accepted,direct_wcvp_w_author_unique,Nigella sativa L.
50,nandina domestica thunb,107544-1,Nandina domestica,Nandina domestica Thunb.,Berberidaceae,Species,Nandina domestica,Nandina domestica Thunb.,107544-1,Nandina,2380006,Accepted,direct_wcvp_w_author_unique,Nandina domestica Thunb.
53,sideritis cypria post,458875-1,Sideritis cypria,Sideritis cypria Post,Lamiaceae,Species,Sideritis cypria,Sideritis cypria Post,458875-1,Sideritis,191191,Accepted,direct_wcvp_w_author_unique,Sideritis cypria Post
54,liatris pycnostachya,230623-1,Liatris pycnostachya,Liatris pycnostachya Michx.,Asteraceae,Species,Liatris pycnostachya,Liatris pycnostachya Michx.,230623-1,Liatris,3131133,Accepted,direct_wcvp_unique,Liatris pycnostachya
58,sanguinaria canadensis,673993-1,Sanguinaria canadensis,Sanguinaria canadensis L.,Papaveraceae,Species,Sanguinaria canadensis,Sanguinaria canadensis L.,673993-1,Sanguinaria,2602762,Accepted,direct_wcvp_unique,Sanguinaria canadensis
59,juniperus communis l,30088655-2,Juniperus communis,Juniperus communis L.,Cupressaceae,Species,Juniperus communis,Juniperus communis L.,30088655-2,Juniperus,377427,Accepted,direct_wcvp_w_author_unique,Juniperus communis L.
61,cnicus benedictus,190024-1,Centaurea benedicta,Centaurea benedicta (L.) L.,Asteraceae,Species,Centaurea benedicta,Centaurea benedicta (L.) L.,190024-1,Centaurea,2926257,Synonym,direct_wcvp_unique,Cnicus benedictus
62,camellia sinensis,828548-1,Camellia sinensis,Camellia sinensis (L.) Kuntze,Theaceae,Species,Camellia sinensis,Camellia sinensis (L.) Kuntze,828548-1,Camellia,2694880,Accepted,direct_wcvp_unique,Camellia sinensis
63,stahlianthus thorelii gagnep,77147302-1,Curcuma clovisii,Curcuma clovisii Škorničk.,Zingiberaceae,Species,Curcuma clovisii,Curcuma clovisii Škorničk.,77147302-1,Curcuma,266743,Synonym,direct_wcvp_w_author_unique,Stahlianthus thorelii Gagnep.
64,armoracia rusticana,278747-1,Armoracia rusticana,"Armoracia rusticana G.Gaertn., B.Mey. & Scherb.",Brassicaceae,Species,Armoracia rusticana,"Armoracia rusticana G.Gaertn., B.Mey. & Scherb.",278747-1,Armoracia,2652952,Accepted,direct_wcvp_unique,Armoracia rusticana
65,cistus creticus,168230-1,Cistus creticus,Cistus creticus L.,Cistaceae,Species,Cistus creticus,Cistus creticus L.,168230-1,Cistus,2723343,Accepted,direct_wcvp_unique,Cistus creticus
66,ulmus rubra,306680-2,Ulmus rubra,Ulmus rubra Muhl.,Ulmaceae,Species,Ulmus rubra,Ulmus rubra Muhl.,306680-2,Ulmus,2448805,Accepted,direct_wcvp_unique,Ulmus rubra
67,rosmarinus officinalis,457138-1,Salvia rosmarinus,Salvia rosmarinus Spenn.,Lamiaceae,Species,Salvia rosmarinus,Salvia rosmarinus Spenn.,457138-1,Salvia,179873,Synonym,direct_wcvp_unique,Rosmarinus officinalis
68,viola tricolor l,869428-1,Viola tricolor,Viola tricolor L.,Violaceae,Species,Viola tricolor,Viola tricolor L.,869428-1,Viola,2461201,Accepted,direct_wcvp_w_author_unique,Viola tricolor L.
69,commiphora molmol,127741-1,Commiphora myrrha,Commiphora myrrha (T.Nees) Engl.,Burseraceae,Species,Commiphora myrrha,Commiphora myrrha (T.Nees) Engl.,127741-1,Commiphora,2733582,Synonym,direct_wcvp_unique,Commiphora molmol
70,coptis japonica (thunb. )makino,710316-1,Coptis japonica,Coptis japonica (Thunb.) Makino,Ranunculaceae,Species,Coptis japonica,Coptis japonica (Thunb.) Makino,710316-1,Coptis,2736112,Accepted,knms_single,Coptis japonica Bot. Mag. (Tokyo) 13: 198 (1899) (Thunb.) Makino 1899
71,lithospermum pilosum,118205-1,Lithospermum ruderale,Lithospermum ruderale Douglas ex Lehm.,Boraginaceae,Species,Lithospermum ruderale,Lithospermum ruderale Douglas ex Lehm.,118205-1,Lithospermum,2343493,Synonym,direct_wcvp,Lithospermum pilosum
72,xanthorrhiza simplicissima,715221-1,Xanthorhiza simplicissima,Xanthorhiza simplicissima Marshall,Ranunculaceae,Species,Xanthorhiza simplicissima,Xanthorhiza simplicissima Marshall,715221-1,Xanthorhiza,2471067,Accepted,knms_single,Xanthorhiza simplicissima Arbust. Amer.: 168 (1785) Marshall 1785
74,annickia pilosa (exell) setten &maas (ex-enantia pilosa exell,948448-1,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,Annonaceae,Species,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,948448-1,Annickia,2640765,Accepted,knms_single,Annickia pilosa Taxon 39: 676 (1990) (Exell) Setten & Maas 1990
75,levisticum officinale,844187-1,Levisticum officinale,Levisticum officinale W.D.J.Koch,Apiaceae,Species,Levisticum officinale,Levisticum officinale W.D.J.Koch,844187-1,Levisticum,2341672,Accepted,direct_wcvp_unique,Levisticum officinale
77,pausinystalia yohimbe,747599-1,Corynanthe johimbe,Corynanthe johimbe K.Schum.,Rubiaceae,Species,Corynanthe johimbe,Corynanthe johimbe K.Schum.,747599-1,Corynanthe,148191,Synonym,knms_single,Pausinystalia johimbe Actes Soc. Linn. Bordeaux 61: 130 (1906) (K.Schum.) Pierre 1906
78,trachyspermum ammi,849765-1,Trachyspermum ammi,Trachyspermum ammi (L.) Sprague,Apiaceae,Species,Trachyspermum ammi,Trachyspermum ammi (L.) Sprague,849765-1,Trachyspermum,2438394,Accepted,direct_wcvp_unique,Trachyspermum ammi
79,annona muricata,14308-2,Annona muricata,Annona muricata L.,Annonaceae,Species,Annona muricata,Annona muricata L.,14308-2,Annona,2640944,Accepted,direct_wcvp_unique,Annona muricata
82,trigonella corniculata l,523900-1,Trigonella balansae,Trigonella balansae Boiss. & Reut.,Fabaceae,Species,Trigonella balansae,Trigonella balansae Boiss. & Reut.,523900-1,Trigonella,2441486,Synonym,direct_wcvp_w_author_unique,Trigonella corniculata L.
83,sideritis raeseri boiss.&heldr,459065-1,Sideritis raeseri,Sideritis raeseri Boiss. & Heldr.,Lamiaceae,Species,Sideritis raeseri,Sideritis raeseri Boiss. & Heldr.,459065-1,Sideritis,191594,Accepted,autoresolution,Sideritis raeseri
85,ammi majus,837486-1,Ammi majus,Ammi majus L.,Apiaceae,Species,Ammi majus,Ammi majus L.,837486-1,Ammi,2633874,Accepted,direct_wcvp,Ammi majus
86,piper nigrum,682369-1,Piper nigrum,Piper nigrum L.,Piperaceae,Species,Piper nigrum,Piper nigrum L.,682369-1,Piper,2569664,Accepted,direct_wcvp_unique,Piper nigrum
87,salvia officinais,456833-1,Salvia officinalis,Salvia officinalis L.,Lamiaceae,Species,Salvia officinalis,Salvia officinalis L.,456833-1,Salvia,183353,Accepted,openrefine_unique,Lamiaceae Salvia officinalis L.
88,vitex agnus-castus,865568-1,Vitex agnus-castus,Vitex agnus-castus L.,Lamiaceae,Species,Vitex agnus-castus,Vitex agnus-castus L.,865568-1,Vitex,213297,Accepted,direct_wcvp_unique,Vitex agnus-castus
90,leonurus cardiaca,449168-1,Leonurus cardiaca,Leonurus cardiaca L.,Lamiaceae,Species,Leonurus cardiaca,Leonurus cardiaca L.,449168-1,Leonurus,109505,Accepted,direct_wcvp_unique,Leonurus cardiaca
91,anthemis arvensis,177158-1,Anthemis arvensis,Anthemis arvensis L.,Asteraceae,Species,Anthemis arvensis,Anthemis arvensis L.,177158-1,Anthemis,2906677,Accepted,direct_wcvp,Anthemis arvensis
93,angelica archangelica,837560-1,Angelica archangelica,Angelica archangelica L.,Apiaceae,Species,Angelica archangelica,Angelica archangelica L.,837560-1,Angelica,2638995,Accepted,direct_wcvp_unique,Angelica archangelica
94,psoralea corylifolia,489225-1,Cullen corylifolium,Cullen corylifolium (L.) Medik.,Fabaceae,Species,Cullen corylifolium,Cullen corylifolium (L.) Medik.,489225-1,Cullen,2535260,Synonym,direct_wcvp_unique,Psoralea corylifolia
95,taxus brevifolia,249736-2,Taxus brevifolia,Taxus brevifolia Nutt.,Taxaceae,Species,Taxus brevifolia,Taxus brevifolia Nutt.,249736-2,Taxus,378623,Accepted,direct_wcvp_unique,Taxus brevifolia
96,ficus carica,852556-1,Ficus carica,Ficus carica L.,Moraceae,Species,Ficus carica,Ficus carica L.,852556-1,Ficus,2809827,Accepted,direct_wcvp_unique,Ficus carica
100,phyllanthus emblica l,353838-1,Phyllanthus emblica,Phyllanthus emblica L.,Phyllanthaceae,Species,Phyllanthus emblica,Phyllanthus emblica L.,353838-1,Phyllanthus,153790,Accepted,direct_wcvp_w_author_unique,Phyllanthus emblica L.
101,melilotus officinalis,30429323-2,Melilotus officinalis,Melilotus officinalis (L.) Lam.,Fabaceae,Species,Melilotus officinalis,Melilotus officinalis (L.) Lam.,30429323-2,Melilotus,2367217,Accepted,direct_wcvp_unique,Melilotus officinalis
102,berberis lycium royle,106865-1,Berberis lycium,Berberis lycium Royle,Berberidaceae,Species,Berberis lycium,Berberis lycium Royle,106865-1,Berberis,2674093,Accepted,direct_wcvp_w_author_unique,Berberis lycium Royle
103,cuminum cyminum,840882-1,Cuminum cyminum,Cuminum cyminum L.,Apiaceae,Species,Cuminum cyminum,Cuminum cyminum L.,840882-1,Cuminum,2747364,Accepted,direct_wcvp_unique,Cuminum cyminum
106,ginkgo biloba,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
107,shorea roxburghii,77217927-1,Anthoshorea roxburghii,Anthoshorea roxburghii (G.Don) P.S.Ashton & J.Heck.,Dipterocarpaceae,Species,Anthoshorea roxburghii,Anthoshorea roxburghii (G.Don) P.S.Ashton & J.Heck.,77217927-1,Anthoshorea,2592562,Synonym,direct_wcvp_unique,Shorea roxburghii
109,argemone platyceras l,671713-1,Argemone platyceras,Argemone platyceras Link & Otto,Papaveraceae,Species,Argemone platyceras,Argemone platyceras Link & Otto,671713-1,Argemone,2650548,Accepted,knms_single,Argemone platyceras Icon. Pl. Rar. 1: 58 (1829) Link & Otto 1829
110,jeffersonia diphylla (l.) pers,1187336-2,Jeffersonia diphylla,Jeffersonia diphylla (L.) Pers.,Berberidaceae,Species,Jeffersonia diphylla,Jeffersonia diphylla (L.) Pers.,1187336-2,Jeffersonia,2332915,Accepted,direct_wcvp_w_author_unique,Jeffersonia diphylla (L.) Pers.
111,elettaria cardamomum,796556-1,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,Zingiberaceae,Species,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,796556-1,Elettaria,243056,Accepted,direct_wcvp_unique,Elettaria cardamomum
112,thuja occidentalis,263956-1,Thuja occidentalis,Thuja occidentalis L.,Cupressaceae,Species,Thuja occidentalis,Thuja occidentalis L.,263956-1,Thuja,378542,Accepted,direct_wcvp_unique,Thuja occidentalis
113,moringa oleifera,584736-1,Moringa oleifera,Moringa oleifera Lam.,Moringaceae,Species,Moringa oleifera,Moringa oleifera Lam.,584736-1,Moringa,2501705,Accepted,direct_wcvp_unique,Moringa oleifera
114,caulophyllum thalictroides (l.)michaux,1056122-2,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,Berberidaceae,Species,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,1056122-2,Caulophyllum,2706078,Accepted,knms_single,Caulophyllum thalictroides Fl. Bor.-Amer. 1: 205 (1803) (L.) Michx. 1803
115,mentha piperita,450969-1,Mentha × piperita,Mentha × piperita L.,Lamiaceae,Species,Mentha × piperita,Mentha × piperita L.,450969-1,Mentha,125188,Accepted,knms_single,Mentha × piperita Sp. Pl.: 576 (1753) L. 1753
116,astragalus nitidus,77223683-1,Astragalus laxmannii subsp. laxmannii,Astragalus laxmannii subsp. laxmannii,Fabaceae,Subspecies,Astragalus laxmannii,Astragalus laxmannii Jacq.,25081-2,Astragalus laxmannii,2661459,Synonym,direct_wcvp_unique,Astragalus nitidus
118,rheum officinale,696768-1,Rheum officinale,Rheum officinale Baill.,Polygonaceae,Species,Rheum officinale,Rheum officinale Baill.,696768-1,Rheum,2425521,Accepted,direct_wcvp_unique,Rheum officinale
119,eryngium cymosum f. delaroche,841746-1,Eryngium cymosum,Eryngium cymosum F.Delaroche,Apiaceae,Species,Eryngium cymosum,Eryngium cymosum F.Delaroche,841746-1,Eryngium,2799215,Accepted,autoresolution,Eryngium cymosum
121,avena sativa,391732-1,Avena sativa,Avena sativa L.,Poaceae,Species,Avena sativa,Avena sativa L.,391732-1,Avena,397860,Accepted,direct_wcvp_unique,Avena sativa
123,hydrastis canadensis l,305699-2,Hydrastis canadensis,Hydrastis canadensis L.,Ranunculaceae,Species,Hydrastis canadensis,Hydrastis canadensis L.,305699-2,Hydrastis,2855852,Accepted,direct_wcvp_w_author_unique,Hydrastis canadensis L.
124,lawsonia inermis,553638-1,Lawsonia inermis,Lawsonia inermis L.,Lythraceae,Species,Lawsonia inermis,Lawsonia inermis L.,553638-1,Lawsonia,2353863,Accepted,direct_wcvp_unique,Lawsonia inermis
125,vicia faba,524737-1,Vicia faba,Vicia faba L.,Fabaceae,Species,Vicia faba,Vicia faba L.,524737-1,Vicia,2452318,Accepted,direct_wcvp_unique,Vicia faba
126,hamamelis virginiana,430697-1,Hamamelis virginiana,Hamamelis virginiana L.,Hamamelidaceae,Species,Hamamelis virginiana,Hamamelis virginiana L.,430697-1,Hamamelis,2838988,Accepted,direct_wcvp_unique,Hamamelis virginiana
127,bertholettia excelsus,591270-1,Bertholletia excelsa,Bertholletia excelsa Bonpl.,Lecythidaceae,Species,Bertholletia excelsa,Bertholletia excelsa Bonpl.,591270-1,Bertholletia,313577,Accepted,knms_single,"Bertholletia excelsa F.W.H.A.von Humboldt & A.J.A.Bonpland, Pl. Aequinoct. 1: 122 (1808) Bonpl. 1808"
129,solanum tuberosum,821337-1,Solanum tuberosum,Solanum tuberosum L.,Solanaceae,Species,Solanum tuberosum,Solanum tuberosum L.,821337-1,Solanum,2909724,Accepted,direct_wcvp_unique,Solanum tuberosum
130,panax ginseng,91472-1,Panax ginseng,Panax ginseng C.A.Mey.,Araliaceae,Species,Panax ginseng,Panax ginseng C.A.Mey.,91472-1,Panax,146697,Accepted,direct_wcvp_unique,Panax ginseng
133,euclea natalensis a.dc,323328-1,Euclea natalensis,Euclea natalensis A.DC.,Ebenaceae,Species,Euclea natalensis,Euclea natalensis A.DC.,323328-1,Euclea,385329,Accepted,direct_wcvp_w_author_unique,Euclea natalensis A.DC.
134,cistus creticus l. subsp. eriocephalus (viv.) greuter & burdet,168515-1,Cistus tauricus,Cistus tauricus C.Presl,Cistaceae,Species,Cistus tauricus,Cistus tauricus C.Presl,168515-1,Cistus,2723345,Synonym,knms_single,Cistus creticus subsp. eriocephalus Willdenowia 11: 275 (1981) (Viv.) Greuter & Burdet 1981
135,capsella bursa-pastoris,30092589-2,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Brassicaceae,Species,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,30092589-2,Capsella,2697999,Accepted,direct_wcvp_unique,Capsella bursa-pastoris
137,larrea tridentata,873322-1,Larrea tridentata,Larrea tridentata (DC.) Coville,Zygophyllaceae,Species,Larrea tridentata,Larrea tridentata (DC.) Coville,873322-1,Larrea,2497190,Accepted,direct_wcvp_unique,Larrea tridentata
138,achillea millefolium,2294-2,Achillea millefolium,Achillea millefolium L.,Asteraceae,Species,Achillea millefolium,Achillea millefolium L.,2294-2,Achillea,2908230,Accepted,direct_wcvp_unique,Achillea millefolium
139,vernonia amygdalina del,210886-1,Gymnanthemum amygdalinum,Gymnanthemum amygdalinum (Delile) Sch.Bip.,Asteraceae,Species,Gymnanthemum amygdalinum,Gymnanthemum amygdalinum (Delile) Sch.Bip.,210886-1,Gymnanthemum,3055640,Synonym,autoresolution,Vernonia amygdalina
140,valeriana officinalis,860012-1,Valeriana officinalis,Valeriana officinalis L.,Caprifoliaceae,Species,Valeriana officinalis,Valeriana officinalis L.,860012-1,Valeriana,2464616,Accepted,direct_wcvp_unique,Valeriana officinalis
142,apium graveolens,838067-1,Apium graveolens,Apium graveolens L.,Apiaceae,Species,Apium graveolens,Apium graveolens L.,838067-1,Apium,2644053,Accepted,direct_wcvp,Apium graveolens
144,boswellia serrata,127067-1,Boswellia serrata,Boswellia serrata Roxb.,Burseraceae,Species,Boswellia serrata,Boswellia serrata Roxb.,127067-1,Boswellia,2680580,Accepted,direct_wcvp_unique,Boswellia serrata
146,papaver somniferum,673724-1,Papaver somniferum,Papaver somniferum L.,Papaveraceae,Species,Papaver somniferum,Papaver somniferum L.,673724-1,Papaver,2561497,Accepted,direct_wcvp_unique,Papaver somniferum
148,agrimonia eupatoria,316550-2,Agrimonia eupatoria,Agrimonia eupatoria L.,Rosaceae,Species,Agrimonia eupatoria,Agrimonia eupatoria L.,316550-2,Agrimonia,2907448,Accepted,direct_wcvp_unique,Agrimonia eupatoria
149,onosma echioides,119634-1,Onosma echioides,Onosma echioides (L.) L.,Boraginaceae,Species,Onosma echioides,Onosma echioides (L.) L.,119634-1,Onosma,2392934,Accepted,direct_wcvp,Onosma echioides
150,pinaropappus roseus less,238407-1,Pinaropappus roseus,Pinaropappus roseus (Less.) Less.,Asteraceae,Species,Pinaropappus roseus,Pinaropappus roseus (Less.) Less.,238407-1,Pinaropappus,3063785,Accepted,direct_wcvp_w_author_unique,Pinaropappus roseus Less.
151,harpagophytum procumbens,675824-1,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,Pedaliaceae,Species,Harpagophytum procumbens,Harpagophytum procumbens (Burch.) DC. ex Meisn.,675824-1,Harpagophytum,2839701,Accepted,direct_wcvp_unique,Harpagophytum procumbens
152,loniceera japonica,148850-1,Lonicera japonica,Lonicera japonica Thunb.,Caprifoliaceae,Species,Lonicera japonica,Lonicera japonica Thunb.,148850-1,Lonicera,2339716,Accepted,knms_single,"Lonicera japonica J.A.Murray (ed.), Syst. Veg. ed. 14: 216 (1784) Thunb. 1784"
153,ilex paraguayensis,77231540-1,Ilex paraguariensis var. paraguariensis,Ilex paraguariensis var. paraguariensis,Aquifoliaceae,Variety,Ilex paraguariensis,Ilex paraguariensis A.St.-Hil.,315555-2,Ilex paraguariensis,2861241,Synonym,direct_wcvp_unique,Ilex paraguayensis
154,cucurbita maxima,30006538-2,Cucurbita maxima,Cucurbita maxima Duchesne,Cucurbitaceae,Species,Cucurbita maxima,Cucurbita maxima Duchesne,30006538-2,Cucurbita,2747160,Accepted,direct_wcvp_unique,Cucurbita maxima
