,name,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name
16,trigonella foenum-graecum,523957-1,Trigonella foenum-graecum,Trigonella foenum-graecum L.,Fabaceae,Species,Trigonella foenum-graecum,Trigonella foenum-graecum L.,523957-1,Trigonella,2441407,Accepted,direct_wcvp_unique,Trigonella foenum-graecum
17,artemisia annua,304416-2,Artemisia annua,Artemisia annua L.,Asteraceae,Species,Artemisia annua,Artemisia annua L.,304416-2,Artemisia,2901442,Accepted,direct_wcvp,Artemisia annua
19,angelica archangelica,837560-1,Angelica archangelica,Angelica archangelica L.,Apiaceae,Species,Angelica archangelica,Angelica archangelica L.,837560-1,Angelica,2638995,Accepted,direct_wcvp_unique,Angelica archangelica
20,plantago ovata,685486-1,Plantago ovata,Plantago ovata Forssk.,Plantaginaceae,Species,Plantago ovata,Plantago ovata Forssk.,685486-1,Plantago,2569899,Accepted,direct_wcvp,Plantago ovata
21,argemone mexicana l,18816-2,Argemone mexicana,Argemone mexicana L.,Papaveraceae,Species,Argemone mexicana,Argemone mexicana L.,18816-2,Argemone,2650509,Accepted,direct_wcvp_w_author_unique,Argemone mexicana L.
23,hunteria umbellata k. schum,79368-1,Hunteria umbellata,Hunteria umbellata (K.Schum.) Hallier f.,Apocynaceae,Species,Hunteria umbellata,Hunteria umbellata (K.Schum.) Hallier f.,79368-1,Hunteria,100819,Accepted,knms_single,Hunteria umbellata Jahrb. Hamburg. Wiss. Anst. 17: 190 (1899) (K.Schum.) Hallier f. 1899
24,linum usititissimum,544772-1,Linum usitatissimum,Linum usitatissimum L.,Linaceae,Species,Linum usitatissimum,Linum usitatissimum L.,544772-1,Linum,2353429,Accepted,openrefine_unique,Linaceae Linum usitatissimum L.
25,asclepias curassavica,94213-1,Asclepias curassavica,Asclepias curassavica L.,Apocynaceae,Species,Asclepias curassavica,Asclepias curassavica L.,94213-1,Asclepias,500848,Accepted,direct_wcvp,Asclepias curassavica
27,scutellaria lateriflora,458402-1,Scutellaria lateriflora,Scutellaria lateriflora L.,Lamiaceae,Species,Scutellaria lateriflora,Scutellaria lateriflora L.,458402-1,Scutellaria,189301,Accepted,direct_wcvp_unique,Scutellaria lateriflora
28,thymus graveolens,445790-1,Clinopodium graveolens,Clinopodium graveolens (M.Bieb.) Kuntze,Lamiaceae,Species,Clinopodium graveolens,Clinopodium graveolens (M.Bieb.) Kuntze,445790-1,Clinopodium,204814,Synonym,direct_wcvp_unique,Thymus graveolens
30,centella asiatica,1197718-2,Centella asiatica,Centella asiatica (L.) Urb.,Apiaceae,Species,Centella asiatica,Centella asiatica (L.) Urb.,1197718-2,Centella,2708815,Accepted,direct_wcvp_unique,Centella asiatica
33,hamamelis virginiana,430697-1,Hamamelis virginiana,Hamamelis virginiana L.,Hamamelidaceae,Species,Hamamelis virginiana,Hamamelis virginiana L.,430697-1,Hamamelis,2838988,Accepted,direct_wcvp_unique,Hamamelis virginiana
34,juglans regia,442427-1,Juglans regia,Juglans regia L.,Juglandaceae,Species,Juglans regia,Juglans regia L.,442427-1,Juglans,2331747,Accepted,direct_wcvp_unique,Juglans regia
35,salvia officinalis,456833-1,Salvia officinalis,Salvia officinalis L.,Lamiaceae,Species,Salvia officinalis,Salvia officinalis L.,456833-1,Salvia,183353,Accepted,direct_wcvp_unique,Salvia officinalis
36,galium trifidum,750768-1,Galium trifidum,Galium trifidum L.,Rubiaceae,Species,Galium trifidum,Galium trifidum L.,750768-1,Galium,87745,Accepted,direct_wcvp,Galium trifidum
37,glycine max,60450240-2,Glycine max,Glycine max (L.) Merr.,Fabaceae,Species,Glycine max,Glycine max (L.) Merr.,60450240-2,Glycine,2827366,Accepted,direct_wcvp_unique,Glycine max
38,prunus spinosa l,730297-1,Prunus spinosa,Prunus spinosa L.,Rosaceae,Species,Prunus spinosa,Prunus spinosa L.,730297-1,Prunus,2921969,Accepted,direct_wcvp_w_author_unique,Prunus spinosa L.
41,cucurbita pepo,292416-1,Cucurbita pepo,Cucurbita pepo L.,Cucurbitaceae,Species,Cucurbita pepo,Cucurbita pepo L.,292416-1,Cucurbita,2747186,Accepted,direct_wcvp_unique,Cucurbita pepo
43,coptis teeta wall,710326-1,Coptis teeta,Coptis teeta Wall.,Ranunculaceae,Species,Coptis teeta,Coptis teeta Wall.,710326-1,Coptis,2736135,Accepted,direct_wcvp_w_author_unique,Coptis teeta Wall.
46,guaiacum officinale,873252-1,Guaiacum officinale,Guaiacum officinale L.,Zygophyllaceae,Species,Guaiacum officinale,Guaiacum officinale L.,873252-1,Guaiacum,2833809,Accepted,direct_wcvp_unique,Guaiacum officinale
47,sambucus nigra,30122169-2,Sambucus nigra,Sambucus nigra L.,Viburnaceae,Species,Sambucus nigra,Sambucus nigra L.,30122169-2,Sambucus,2486519,Accepted,direct_wcvp,Sambucus nigra
51,anaphalis margaritacea,30173179-2,Anaphalis margaritacea,Anaphalis margaritacea (L.) Benth. & Hook.f.,Asteraceae,Species,Anaphalis margaritacea,Anaphalis margaritacea (L.) Benth. & Hook.f.,30173179-2,Anaphalis,2922417,Accepted,direct_wcvp_unique,Anaphalis margaritacea
52,tsuga heterophylla,260297-2,Tsuga heterophylla,Tsuga heterophylla (Raf.) Sarg.,Pinaceae,Species,Tsuga heterophylla,Tsuga heterophylla (Raf.) Sarg.,260297-2,Tsuga,379395,Accepted,direct_wcvp_unique,Tsuga heterophylla
55,brassica oleracea,279435-1,Brassica oleracea,Brassica oleracea L.,Brassicaceae,Species,Brassica oleracea,Brassica oleracea L.,279435-1,Brassica,2682457,Accepted,direct_wcvp_unique,Brassica oleracea
56,piliostigma thonningii (schum.) milne-redh,514346-1,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,Fabaceae,Species,Piliostigma thonningii,Piliostigma thonningii (Schumach.) Milne-Redh.,514346-1,Piliostigma,2539801,Accepted,knms_single,Piliostigma thonningii Hooker's Icon. Pl. 35: t. 3460 (1947) (Schumach.) Milne-Redh. 1947
58,berberis aristata,106427-1,Berberis aristata,Berberis aristata DC.,Berberidaceae,Species,Berberis aristata,Berberis aristata DC.,106427-1,Berberis,2673438,Accepted,direct_wcvp_unique,Berberis aristata
61,camellia sinensis,828548-1,Camellia sinensis,Camellia sinensis (L.) Kuntze,Theaceae,Species,Camellia sinensis,Camellia sinensis (L.) Kuntze,828548-1,Camellia,2694880,Accepted,direct_wcvp_unique,Camellia sinensis
64,urtica dioica,260630-2,Urtica dioica,Urtica dioica L.,Urticaceae,Species,Urtica dioica,Urtica dioica L.,260630-2,Urtica,2448560,Accepted,direct_wcvp,Urtica dioica
65,cyperus scariosus l,305856-1,Cyperus scariosus,Cyperus scariosus R.Br.,Cyperaceae,Species,Cyperus scariosus,Cyperus scariosus R.Br.,305856-1,Cyperus,238443,Accepted,knms_single,Cyperus scariosus Prodr. Fl. Nov. Holland.: 216 (1810) R.Br. 1810
66,ononis natrix,510418-1,Ononis natrix,Ononis natrix L.,Fabaceae,Species,Ononis natrix,Ononis natrix L.,510418-1,Ononis,2389313,Accepted,direct_wcvp_unique,Ononis natrix
67,liatris pycnostachya,230623-1,Liatris pycnostachya,Liatris pycnostachya Michx.,Asteraceae,Species,Liatris pycnostachya,Liatris pycnostachya Michx.,230623-1,Liatris,3131133,Accepted,direct_wcvp_unique,Liatris pycnostachya
68,physostigma venenosum,514320-1,Physostigma venenosum,Physostigma venenosum Balf.,Fabaceae,Species,Physostigma venenosum,Physostigma venenosum Balf.,514320-1,Physostigma,2539792,Accepted,direct_wcvp_unique,Physostigma venenosum
71,pinus pinea,263221-1,Pinus pinea,Pinus pinea L.,Pinaceae,Species,Pinus pinea,Pinus pinea L.,263221-1,Pinus,380351,Accepted,direct_wcvp_unique,Pinus pinea
72,atropa belladonna,814358-1,Atropa bella-donna,Atropa bella-donna L.,Solanaceae,Species,Atropa bella-donna,Atropa bella-donna L.,814358-1,Atropa,2665943,Accepted,knms_single,Atropa bella-donna Sp. Pl.: 181 (1753) L. 1753
74,ginkgo biloba,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba
75,olea europaea,610675-1,Olea europaea,Olea europaea L.,Oleaceae,Species,Olea europaea,Olea europaea L.,610675-1,Olea,355112,Accepted,direct_wcvp_unique,Olea europaea
77,syringa vulgaris,289009-2,Syringa vulgaris,Syringa vulgaris L.,Oleaceae,Species,Syringa vulgaris,Syringa vulgaris L.,289009-2,Syringa,356495,Accepted,direct_wcvp_unique,Syringa vulgaris
80,lycium chinense,816389-1,Lycium chinense,Lycium chinense Mill.,Solanaceae,Species,Lycium chinense,Lycium chinense Mill.,816389-1,Lycium,2496344,Accepted,direct_wcvp_unique,Lycium chinense
81,caulophyllum thalictroides,1056122-2,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,Berberidaceae,Species,Caulophyllum thalictroides,Caulophyllum thalictroides (L.) Michx.,1056122-2,Caulophyllum,2706078,Accepted,direct_wcvp,Caulophyllum thalictroides
82,echinacea purpurea,1174497-2,Echinacea purpurea,Echinacea purpurea (L.) Moench,Asteraceae,Species,Echinacea purpurea,Echinacea purpurea (L.) Moench,1174497-2,Echinacea,2910452,Accepted,direct_wcvp_unique,Echinacea purpurea
85,monarda fistulosa,452042-1,Monarda fistulosa,Monarda fistulosa L.,Lamiaceae,Species,Monarda fistulosa,Monarda fistulosa L.,452042-1,Monarda,129185,Accepted,direct_wcvp_unique,Monarda fistulosa
86,verbascum thapsus,770183-1,Verbascum thapsus,Verbascum thapsus L.,Scrophulariaceae,Species,Verbascum thapsus,Verbascum thapsus L.,770183-1,Verbascum,2453334,Accepted,direct_wcvp_unique,Verbascum thapsus
87,mahonia fortunei (lindl. )fedde,106663-1,Berberis fortunei,Berberis fortunei Lindl.,Berberidaceae,Species,Berberis fortunei,Berberis fortunei Lindl.,106663-1,Berberis,2358498,Synonym,knms_single,Mahonia fortunei Bot. Jahrb. Syst. 31: 130 (1901) (Lindl.) Fedde 1901
88,gaultheria procumbens,330655-1,Gaultheria procumbens,Gaultheria procumbens L.,Ericaceae,Species,Gaultheria procumbens,Gaultheria procumbens L.,330655-1,Gaultheria,2817983,Accepted,direct_wcvp_unique,Gaultheria procumbens
90,gentiana lutea,368453-1,Gentiana lutea,Gentiana lutea L.,Gentianaceae,Species,Gentiana lutea,Gentiana lutea L.,368453-1,Gentiana,2820867,Accepted,direct_wcvp,Gentiana lutea
92,lonicera japonica,148850-1,Lonicera japonica,Lonicera japonica Thunb.,Caprifoliaceae,Species,Lonicera japonica,Lonicera japonica Thunb.,148850-1,Lonicera,2339716,Accepted,direct_wcvp,Lonicera japonica
94,mentha piperita,450969-1,Mentha × piperita,Mentha × piperita L.,Lamiaceae,Species,Mentha × piperita,Mentha × piperita L.,450969-1,Mentha,125188,Accepted,knms_single,Mentha × piperita Sp. Pl.: 576 (1753) L. 1753
97,ficus religiosa,853563-1,Ficus religiosa,Ficus religiosa L.,Moraceae,Species,Ficus religiosa,Ficus religiosa L.,853563-1,Ficus,2812027,Accepted,direct_wcvp,Ficus religiosa
98,portulaca oleracea,323270-2,Portulaca oleracea,Portulaca oleracea L.,Portulacaceae,Species,Portulaca oleracea,Portulaca oleracea L.,323270-2,Portulaca,2566490,Accepted,direct_wcvp_unique,Portulaca oleracea
103,solanum nigrum,30048260-2,Solanum nigrum,Solanum nigrum L.,Solanaceae,Species,Solanum nigrum,Solanum nigrum L.,30048260-2,Solanum,2915955,Accepted,direct_wcvp_unique,Solanum nigrum
105,nyssa aquatica,302695-2,Nyssa aquatica,Nyssa aquatica L.,Nyssaceae,Species,Nyssa aquatica,Nyssa aquatica L.,302695-2,Nyssa,136188,Accepted,direct_wcvp_unique,Nyssa aquatica
106,sabal serrulata,941782-1,Serenoa repens,Serenoa repens (W.Bartram) Small,Arecaceae,Species,Serenoa repens,Serenoa repens (W.Bartram) Small,941782-1,Serenoa,181064,Synonym,direct_wcvp_unique,Sabal serrulata
107,morinda citrifolia,756359-1,Morinda citrifolia,Morinda citrifolia L.,Rubiaceae,Species,Morinda citrifolia,Morinda citrifolia L.,756359-1,Morinda,129789,Accepted,direct_wcvp_unique,Morinda citrifolia
108,eucalyptus globulus,592965-1,Eucalyptus globulus,Eucalyptus globulus Labill.,Myrtaceae,Species,Eucalyptus globulus,Eucalyptus globulus Labill.,592965-1,Eucalyptus,73008,Accepted,direct_wcvp_unique,Eucalyptus globulus
109,teucrium chamaedrys,460310-1,Teucrium chamaedrys,Teucrium chamaedrys L.,Lamiaceae,Species,Teucrium chamaedrys,Teucrium chamaedrys L.,460310-1,Teucrium,202772,Accepted,direct_wcvp_unique,Teucrium chamaedrys
113,rauvolfia serpentina,81648-1,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,Apocynaceae,Species,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz,81648-1,Rauvolfia,176968,Accepted,direct_wcvp_unique,Rauvolfia serpentina
114,ruta graveolens,775099-1,Ruta graveolens,Ruta graveolens L.,Rutaceae,Species,Ruta graveolens,Ruta graveolens L.,775099-1,Ruta,2527408,Accepted,direct_wcvp_unique,Ruta graveolens
116,pilocarpus jaborandi,196492-2,Pilocarpus jaborandi,Pilocarpus jaborandi Holmes,Rutaceae,Species,Pilocarpus jaborandi,Pilocarpus jaborandi Holmes,196492-2,Pilocarpus,2543316,Accepted,direct_wcvp_unique,Pilocarpus jaborandi
118,tanacetum parthenium,252460-1,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,Asteraceae,Species,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.,252460-1,Tanacetum,2916972,Accepted,direct_wcvp_unique,Tanacetum parthenium
119,argemone platyceras l,671713-1,Argemone platyceras,Argemone platyceras Link & Otto,Papaveraceae,Species,Argemone platyceras,Argemone platyceras Link & Otto,671713-1,Argemone,2650548,Accepted,knms_single,Argemone platyceras Icon. Pl. Rar. 1: 58 (1829) Link & Otto 1829
120,cinchona pubescens,746872-1,Cinchona pubescens,Cinchona pubescens Vahl,Rubiaceae,Species,Cinchona pubescens,Cinchona pubescens Vahl,746872-1,Cinchona,40760,Accepted,direct_wcvp,Cinchona pubescens
121,ananas comosus,12322-2,Ananas comosus,Ananas comosus (L.) Merr.,Bromeliaceae,Species,Ananas comosus,Ananas comosus (L.) Merr.,12322-2,Ananas,219669,Accepted,direct_wcvp_unique,Ananas comosus
124,cephaelis ipecacuanha,1214950-2,Carapichea ipecacuanha,Carapichea ipecacuanha (Brot.) L.Andersson,Rubiaceae,Species,Carapichea ipecacuanha,Carapichea ipecacuanha (Brot.) L.Andersson,1214950-2,Carapichea,36461,Synonym,direct_wcvp_unique,Cephaelis ipecacuanha
127,oenothera biennis,172755-2,Oenothera biennis,Oenothera biennis L.,Onagraceae,Species,Oenothera biennis,Oenothera biennis L.,172755-2,Oenothera,2399189,Accepted,direct_wcvp_unique,Oenothera biennis
128,coptis japonica (thunb. )makino,710316-1,Coptis japonica,Coptis japonica (Thunb.) Makino,Ranunculaceae,Species,Coptis japonica,Coptis japonica (Thunb.) Makino,710316-1,Coptis,2736112,Accepted,knms_single,Coptis japonica Bot. Mag. (Tokyo) 13: 198 (1899) (Thunb.) Makino 1899
131,satureia thymbra,457833-1,Satureja thymbra,Satureja thymbra L.,Lamiaceae,Species,Satureja thymbra,Satureja thymbra L.,457833-1,Satureja,185996,Accepted,knms_single,Satureja thymbra Sp. Pl.: 567 (1753) L. 1753
132,acorus calamus,84009-1,Acorus calamus,Acorus calamus L.,Acoraceae,Species,Acorus calamus,Acorus calamus L.,84009-1,Acorus,2304,Accepted,direct_wcvp_unique,Acorus calamus
133,sesamum indicum,675971-1,Sesamum indicum,Sesamum indicum L.,Pedaliaceae,Species,Sesamum indicum,Sesamum indicum L.,675971-1,Sesamum,2588550,Accepted,direct_wcvp_unique,Sesamum indicum
134,chenopodium quinoa,165175-1,Chenopodium quinoa,Chenopodium quinoa Willd.,Amaranthaceae,Species,Chenopodium quinoa,Chenopodium quinoa Willd.,165175-1,Chenopodium,2717733,Accepted,direct_wcvp_unique,Chenopodium quinoa
135,foeniculum vulgare,842680-1,Foeniculum vulgare,Foeniculum vulgare Mill.,Apiaceae,Species,Foeniculum vulgare,Foeniculum vulgare Mill.,842680-1,Foeniculum,2813604,Accepted,direct_wcvp_unique,Foeniculum vulgare
136,monarda punctata,452072-1,Monarda punctata,Monarda punctata L.,Lamiaceae,Species,Monarda punctata,Monarda punctata L.,452072-1,Monarda,129232,Accepted,direct_wcvp_unique,Monarda punctata
137,enantia pilosa exell,948448-1,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,Annonaceae,Species,Annickia pilosa,Annickia pilosa (Exell) Setten & Maas,948448-1,Annickia,2788543,Synonym,direct_wcvp_w_author_unique,Enantia pilosa Exell
139,cirsium undulatum,196156-1,Cirsium undulatum,Cirsium undulatum Spreng.,Asteraceae,Species,Cirsium undulatum,Cirsium undulatum Spreng.,196156-1,Cirsium,3042691,Accepted,direct_wcvp_unique,Cirsium undulatum
140,allium cepa,527795-1,Allium cepa,Allium cepa L.,Amaryllidaceae,Species,Allium cepa,Allium cepa L.,527795-1,Allium,295261,Accepted,direct_wcvp_unique,Allium cepa
141,combretum collinum fresen,170004-1,Combretum collinum,Combretum collinum Fresen.,Combretaceae,Species,Combretum collinum,Combretum collinum Fresen.,170004-1,Combretum,2732500,Accepted,direct_wcvp_w_author_unique,Combretum collinum Fresen.
142,zizia aurea,850044-1,Zizia aurea,Zizia aurea (L.) W.D.J.Koch,Apiaceae,Species,Zizia aurea,Zizia aurea (L.) W.D.J.Koch,850044-1,Zizia,2468800,Accepted,direct_wcvp_unique,Zizia aurea
144,curcuma longa l,796451-1,Curcuma longa,Curcuma longa L.,Zingiberaceae,Species,Curcuma longa,Curcuma longa L.,796451-1,Curcuma,235249,Accepted,direct_wcvp_w_author_unique,Curcuma longa L.
145,podophyllum peltatum,107599-1,Podophyllum peltatum,Podophyllum peltatum L.,Berberidaceae,Species,Podophyllum peltatum,Podophyllum peltatum L.,107599-1,Podophyllum,2412818,Accepted,direct_wcvp_unique,Podophyllum peltatum
147,argemone albiflora hornem,671680-1,Argemone albiflora,Argemone albiflora Hornem.,Papaveraceae,Species,Argemone albiflora,Argemone albiflora Hornem.,671680-1,Argemone,2650467,Accepted,direct_wcvp_w_author_unique,Argemone albiflora Hornem.
149,verbesina virginica,257707-1,Verbesina virginica,Verbesina virginica L.,Asteraceae,Species,Verbesina virginica,Verbesina virginica L.,257707-1,Verbesina,3124538,Accepted,direct_wcvp_unique,Verbesina virginica
151,elettaria cardamomum,796556-1,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,Zingiberaceae,Species,Elettaria cardamomum,Elettaria cardamomum (L.) Maton,796556-1,Elettaria,243056,Accepted,direct_wcvp_unique,Elettaria cardamomum
153,symphytum officinale,120815-1,Symphytum officinale,Symphytum officinale L.,Boraginaceae,Species,Symphytum officinale,Symphytum officinale L.,120815-1,Symphytum,2475636,Accepted,direct_wcvp_unique,Symphytum officinale
154,papaver dubium var. lecoquii,673488-1,Papaver dubium,Papaver dubium L.,Papaveraceae,Species,Papaver dubium,Papaver dubium L.,673488-1,Papaver,2560793,Accepted,autoresolution,Papaver dubium
156,dioscorea villosa,318778-1,Dioscorea villosa,Dioscorea villosa L.,Dioscoreaceae,Species,Dioscorea villosa,Dioscorea villosa L.,318778-1,Dioscorea,241123,Accepted,direct_wcvp_unique,Dioscorea villosa
157,persicaria senegalensis,695151-1,Persicaria senegalensis,Persicaria senegalensis (Meisn.) Soják,Polygonaceae,Species,Persicaria senegalensis,Persicaria senegalensis (Meisn.) Soják,695151-1,Persicaria,2572336,Accepted,direct_wcvp_unique,Persicaria senegalensis
158,larrea divaricata,873316-1,Larrea divaricata,Larrea divaricata Cav.,Zygophyllaceae,Species,Larrea divaricata,Larrea divaricata Cav.,873316-1,Larrea,2497197,Accepted,direct_wcvp_unique,Larrea divaricata
161,stevia rebaudiana,245468-2,Stevia rebaudiana,Stevia rebaudiana (Bertoni) Bertoni,Asteraceae,Species,Stevia rebaudiana,Stevia rebaudiana (Bertoni) Bertoni,245468-2,Stevia,2929127,Accepted,direct_wcvp,Stevia rebaudiana
162,cinnamomum camphora,463336-1,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,Lauraceae,Species,Cinnamomum camphora,Cinnamomum camphora (L.) J.Presl,463336-1,Cinnamomum,2721183,Accepted,direct_wcvp_unique,Cinnamomum camphora
163,medicago sativa,30234961-2,Medicago sativa,Medicago sativa L.,Fabaceae,Species,Medicago sativa,Medicago sativa L.,30234961-2,Medicago,2369031,Accepted,direct_wcvp_unique,Medicago sativa
165,scrophularia oxysepala,809411-1,Scrophularia oxysepala,Scrophularia oxysepala Boiss.,Scrophulariaceae,Species,Scrophularia oxysepala,Scrophularia oxysepala Boiss.,809411-1,Scrophularia,2587422,Accepted,direct_wcvp_unique,Scrophularia oxysepala
166,matricaria recutita,154715-2,Matricaria chamomilla,Matricaria chamomilla L.,Asteraceae,Species,Matricaria chamomilla,Matricaria chamomilla L.,154715-2,Matricaria,2906537,Synonym,direct_wcvp_unique,Matricaria recutita
167,bertholettia excelsa,591270-1,Bertholletia excelsa,Bertholletia excelsa Bonpl.,Lecythidaceae,Species,Bertholletia excelsa,Bertholletia excelsa Bonpl.,591270-1,Bertholletia,313577,Accepted,knms_single,"Bertholletia excelsa F.W.H.A.von Humboldt & A.J.A.Bonpland, Pl. Aequinoct. 1: 122 (1808) Bonpl. 1808"
168,tanacetum vulgare,252568-1,Tanacetum vulgare,Tanacetum vulgare L.,Asteraceae,Species,Tanacetum vulgare,Tanacetum vulgare L.,252568-1,Tanacetum,2929189,Accepted,direct_wcvp_unique,Tanacetum vulgare
171,laurus nobilis,465049-1,Laurus nobilis,Laurus nobilis L.,Lauraceae,Species,Laurus nobilis,Laurus nobilis L.,465049-1,Laurus,2349094,Accepted,direct_wcvp_unique,Laurus nobilis
173,punica granatum l,554129-1,Punica granatum,Punica granatum L.,Lythraceae,Species,Punica granatum,Punica granatum L.,554129-1,Punica,2536844,Accepted,direct_wcvp_w_author_unique,Punica granatum L.
174,urechites suberecta,942487-1,Pentalinon luteum,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,Apocynaceae,Species,Pentalinon luteum,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,942487-1,Pentalinon,210989,Synonym,knms_single,Urechites suberectus Linnaea 30: 444 (1860) (Jacq.) Müll.Arg. 1860
175,solanum tuberosum,821337-1,Solanum tuberosum,Solanum tuberosum L.,Solanaceae,Species,Solanum tuberosum,Solanum tuberosum L.,821337-1,Solanum,2909724,Accepted,direct_wcvp_unique,Solanum tuberosum
177,lavandula officinalis chaix,77171433-1,Lavandula angustifolia subsp. angustifolia,Lavandula angustifolia subsp. angustifolia,Lamiaceae,Subspecies,Lavandula angustifolia,Lavandula angustifolia Mill.,449008-1,Lavandula angustifolia,109056,Synonym,direct_wcvp_w_author_unique,Lavandula officinalis Chaix
179,garcinia mangostana,428073-1,Garcinia mangostana,Garcinia mangostana L.,Clusiaceae,Species,Garcinia mangostana,Garcinia mangostana L.,428073-1,Garcinia,2816978,Accepted,direct_wcvp_unique,Garcinia mangostana
180,chelidonium majus,303589-2,Chelidonium majus,Chelidonium majus L.,Papaveraceae,Species,Chelidonium majus,Chelidonium majus L.,303589-2,Chelidonium,2716702,Accepted,direct_wcvp_unique,Chelidonium majus
182,lycium barbarum,816356-1,Lycium barbarum,Lycium barbarum L.,Solanaceae,Species,Lycium barbarum,Lycium barbarum L.,816356-1,Lycium,2499019,Accepted,direct_wcvp,Lycium barbarum
183,pinus koraiensis,263037-1,Pinus koraiensis,Pinus koraiensis Siebold & Zucc.,Pinaceae,Species,Pinus koraiensis,Pinus koraiensis Siebold & Zucc.,263037-1,Pinus,379695,Accepted,direct_wcvp_unique,Pinus koraiensis
185,ferula assafoetida l,842190-1,Ferula assa-foetida,Ferula assa-foetida L.,Apiaceae,Species,Ferula assa-foetida,Ferula assa-foetida L.,842190-1,Ferula,2808328,Accepted,knms_single,Ferula assa-foetida Sp. Pl.: 248 (1753) L. 1753
186,polygonum aviculare,695422-1,Polygonum aviculare,Polygonum aviculare L.,Polygonaceae,Species,Polygonum aviculare,Polygonum aviculare L.,695422-1,Polygonum,2574669,Accepted,direct_wcvp_unique,Polygonum aviculare
187,annickia polycarpa (dc. )setten & maas ex i.m.turner,77116323-1,Annickia polycarpa,Annickia polycarpa (DC.) Setten & Maas ex I.M.Turner,Annonaceae,Species,Annickia polycarpa,Annickia polycarpa (DC.) Setten & Maas ex I.M.Turner,77116323-1,Annickia,2640766,Accepted,knms_single,Annickia polycarpa Phytotaxa 32: 52 (2011) (DC.) Setten & Maas ex I.M.Turner 2011
